GenomeID,Gene,Hit,E-value,Bit Score,Bias,Domain Start,Domain End,Location,Orientation,Flag_Bias,contig,pos_num,operon,top_hit,GTDB
GB_GCA_000145985.1,nifB,CP002098.1_844_A,0.00016,17.0,0.0,4,127,794164-794562,1,0,CP002098.1,844,2,nifB,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__Ignisphaera;s__Ignisphaera aggregans
GB_GCA_049706495.1,nifE,JBNAKO010000268.1_4_A,2.3e-124,413.8,0.8,18,409,3518-5116,-1,0,JBNAKO010000268.1,4,1,nifD,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp049706495
GB_GCA_049706495.1,nifD,JBNAKO010000268.1_4_A,2.5e-218,722.9,1.5,0,532,3518-5116,-1,0,JBNAKO010000268.1,4,1,nifD,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp049706495
GB_GCA_049706495.1,nifK,JBNAKO010000268.1_4_A,2.1e-20,70.4,0.3,12,387,3518-5116,-1,0,JBNAKO010000268.1,4,1,nifD,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp049706495
GB_GCA_049706495.1,nifE,JBNAKO010000268.1_4_B,2.1e-13,47.3,0.0,425,532,3518-5116,-1,0,JBNAKO010000268.1,4,1,nifE,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp049706495
GB_GCA_049706495.1,nifN,JBNAKO010000268.1_4_A,3.7e-31,105.6,0.0,57,510,3518-5116,-1,0,JBNAKO010000268.1,4,1,nifD,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp049706495
GB_GCA_049706495.1,nifH,JBNAKO010000268.1_7_A,2.3e-134,445.1,0.3,0,273,5897-6718,-1,0,JBNAKO010000268.1,7,1,nifH,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp049706495
GB_GCA_049706655.1,nifB,JBNAKM010000003.1_546_A,0.00014,17.3,0.0,174,294,552967-554190,1,0,JBNAKM010000003.1,546,2,nifB,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifB,JBNAKM010000004.1_168_A,7.5e-15,51.2,0.0,0,110,167653-167985,-1,0,JBNAKM010000004.1,168,1,nifB,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifE,JBNAKM010000004.1_169_A,3e-22,75.8,0.1,1,205,167993-169366,-1,0,JBNAKM010000004.1,169,1,nifK,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifD,JBNAKM010000004.1_169_A,2.9e-13,46.0,0.0,14,210,167993-169366,-1,0,JBNAKM010000004.1,169,1,nifK,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifE,JBNAKM010000004.1_169_B,5.1e-05,18.9,0.0,228,454,167993-169366,-1,0,JBNAKM010000004.1,169,1,nifE,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifK,JBNAKM010000004.1_169_A,3.5e-153,507.6,0.1,1,456,167993-169366,-1,0,JBNAKM010000004.1,169,1,nifK,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifN,JBNAKM010000004.1_169_A,3.7e-147,487.4,0.0,6,456,167993-169366,-1,0,JBNAKM010000004.1,169,1,nifK,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifE,JBNAKM010000004.1_170_A,1.3e-215,714.5,0.2,26,482,169359-170813,-1,0,JBNAKM010000004.1,170,1,nifE,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifN,JBNAKM010000004.1_170_A,6.3e-36,120.7,0.0,62,480,169359-170813,-1,0,JBNAKM010000004.1,170,1,nifE,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifK,JBNAKM010000004.1_170_A,7.6e-27,91.0,0.1,55,469,169359-170813,-1,0,JBNAKM010000004.1,170,1,nifE,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifD,JBNAKM010000004.1_170_A,1.5e-163,541.6,0.1,15,483,169359-170813,-1,0,JBNAKM010000004.1,170,1,nifE,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifE,JBNAKM010000004.1_171_A,5.3e-17,58.5,0.1,17,209,170832-172220,-1,0,JBNAKM010000004.1,171,1,nifK,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifE,JBNAKM010000004.1_171_C,1.6e-05,20.5,0.0,357,460,170832-172220,-1,0,JBNAKM010000004.1,171,1,nifE,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifE,JBNAKM010000004.1_171_B,3.3e-07,26.1,0.0,228,397,170832-172220,-1,0,JBNAKM010000004.1,171,1,nifE,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifD,JBNAKM010000004.1_171_A,1.3e-10,37.2,0.0,16,207,170832-172220,-1,0,JBNAKM010000004.1,171,1,nifK,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifD,JBNAKM010000004.1_171_B,2.8e-06,22.9,0.0,227,462,170832-172220,-1,0,JBNAKM010000004.1,171,1,nifE,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifN,JBNAKM010000004.1_171_A,1.2e-129,429.7,0.0,0,462,170832-172220,-1,0,JBNAKM010000004.1,171,1,nifK,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifK,JBNAKM010000004.1_171_A,6e-169,559.6,0.0,1,462,170832-172220,-1,0,JBNAKM010000004.1,171,1,nifK,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifD,JBNAKM010000004.1_172_A,2.6e-194,643.0,0.3,4,474,172217-173641,-1,0,JBNAKM010000004.1,172,1,nifD,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifE,JBNAKM010000004.1_172_A,8.6e-135,447.6,0.0,2,474,172217-173641,-1,0,JBNAKM010000004.1,172,1,nifD,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifN,JBNAKM010000004.1_172_A,7.2e-24,80.9,0.0,44,457,172217-173641,-1,0,JBNAKM010000004.1,172,1,nifD,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifK,JBNAKM010000004.1_172_A,4.8e-16,55.3,0.0,101,467,172217-173641,-1,0,JBNAKM010000004.1,172,1,nifD,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifH,JBNAKM010000004.1_175_A,2.4e-134,444.4,5.8,0,275,174417-175244,-1,0,JBNAKM010000004.1,175,1,nifH,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,anfO,JBNAKM010000005.1_50_A,0.00048,16.4,0.3,0,106,48940-49272,-1,0,JBNAKM010000005.1,50,1,nifB,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifB,JBNAKM010000005.1_50_A,1.2e-08,30.8,0.0,0,105,48940-49272,-1,0,JBNAKM010000005.1,50,1,nifB,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifB,JBNAKM010000005.1_141_A,5.6e-13,45.0,0.0,2,117,141399-141755,-1,0,JBNAKM010000005.1,141,2,nifB,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifB,JBNAKM010000005.1_118_A,4.8e-09,32.1,0.3,2,226,115826-116758,1,0,JBNAKM010000005.1,118,3,nifB,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049706655.1,nifB,JBNAKM010000006.1_220_A,8.2e-129,427.0,3.5,0,285,196902-197759,1,0,JBNAKM010000006.1,220,1,nifB,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_D;s__Methanobacterium_D sp049706655
GB_GCA_049717905.1,nifB,JBNASL010000100.1_5_A,0.00018,16.7,0.1,8,134,2964-3893,-1,0,JBNASL010000100.1,5,1,nifB,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__WUQU01;s__WUQU01 sp049717905
GB_GCA_049718365.1,nifB,JBNARN010000017.1_1_A,6e-12,41.3,3.5,4,194,2-601,-1,0,JBNARN010000017.1,1,1,nifB,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JAOAIV01;s__JAOAIV01 sp049718365
GB_GCA_049799275.1,nifB,JBARHO010000023.1_16_A,0.00048,15.6,0.0,5,135,13467-14438,1,0,JBARHO010000023.1,16,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Lutacidiplasmatales;f__UBA184;g__Lutacidiplasma;s__Lutacidiplasma sp049799275
GB_GCA_049800095.1,nifB,JBARJD010000101.1_11_A,1.2e-05,20.8,0.0,3,135,11060-12031,1,0,JBARJD010000101.1,11,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Lutacidiplasmatales;f__UBA184;g__JAKIWV01;s__JAKIWV01 sp049800095
GB_GCA_049802875.1,nifB,JBARNH010000011.1_30_A,0.00088,14.6,0.0,3,135,34315-35289,-1,0,JBARNH010000011.1,30,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Lutacidiplasmatales;f__UBA184;g__Lutacidiplasma;s__Lutacidiplasma sp049802875
GB_GCA_049852185.1,nifB,CP187540.1_902_A,3.4e-100,332.2,5.4,1,295,867914-868834,-1,0,CP187540.1,902,2,nifB,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049852185
GB_GCA_049852185.1,nifH,CP187540.1_845_A,4.3e-07,26.0,0.1,20,81,808791-809828,1,0,CP187540.1,845,6,nifH,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049852185
GB_GCA_049852185.1,nifB,CP187540.1_860_A,1.8e-08,29.7,1.1,1,207,825022-825918,1,0,CP187540.1,860,6,nifB,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049852185
GB_GCA_049860595.1,nifB,CP187551.1_950_A,2.7e-07,25.9,1.3,1,213,890011-890907,-1,0,CP187551.1,950,4,nifB,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifK,CP187551.1_1311_A,1.8e-28,96.0,1.1,21,442,1255844-1257184,-1,0,CP187551.1,1311,3,nifD,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifD,CP187551.1_1311_A,3e-151,500.7,4.3,3,446,1255844-1257184,-1,0,CP187551.1,1311,3,nifD,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifE,CP187551.1_1311_A,4.5e-129,428.4,0.3,10,445,1255844-1257184,-1,0,CP187551.1,1311,3,nifD,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifN,CP187551.1_1311_A,1.5e-36,122.4,0.0,26,408,1255844-1257184,-1,0,CP187551.1,1311,3,nifD,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifE,CP187551.1_1317_B,3.4e-05,19.1,0.0,232,375,1259107-1260501,-1,0,CP187551.1,1317,3,nifD,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifE,CP187551.1_1317_C,0.00011,17.5,0.0,337,463,1259107-1260501,-1,0,CP187551.1,1317,3,nifE,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifD,CP187551.1_1317_B,2.9e-06,22.5,0.0,229,463,1259107-1260501,-1,0,CP187551.1,1317,3,nifD,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifE,CP187551.1_1317_A,5.2e-20,68.1,0.0,6,204,1259107-1260501,-1,0,CP187551.1,1317,3,nifK,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifK,CP187551.1_1317_A,3.6e-172,569.9,0.0,3,464,1259107-1260501,-1,0,CP187551.1,1317,3,nifK,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifD,CP187551.1_1317_A,3.6e-13,45.3,0.0,7,213,1259107-1260501,-1,0,CP187551.1,1317,3,nifK,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifN,CP187551.1_1317_A,8.4e-116,383.7,0.0,0,464,1259107-1260501,-1,0,CP187551.1,1317,3,nifK,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifD,CP187551.1_1318_A,1e-188,624.2,0.1,3,477,1260546-1261988,-1,0,CP187551.1,1318,3,nifD,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifK,CP187551.1_1318_A,1.8e-19,66.3,0.1,41,470,1260546-1261988,-1,0,CP187551.1,1318,3,nifD,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifE,CP187551.1_1318_A,3.3e-127,422.2,0.0,6,480,1260546-1261988,-1,0,CP187551.1,1318,3,nifD,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifN,CP187551.1_1318_A,1.4e-24,82.9,0.0,41,460,1260546-1261988,-1,0,CP187551.1,1318,3,nifD,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifH,CP187551.1_1321_A,2.5e-130,430.8,0.3,6,285,1262800-1263657,-1,0,CP187551.1,1321,3,nifH,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049860595.1,nifB,CP187551.1_202_A,4.6e-99,328.6,5.0,1,294,182090-183010,1,0,CP187551.1,202,6,nifB,d__Archaea;p__AGJL01;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus sp049860595
GB_GCA_049965275.1,nifB,JBMFWM010000012.1_11_A,1.6e-05,20.2,0.4,2,173,8114-9082,1,0,JBMFWM010000012.1,11,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA582;s__UBA582 sp049965275
GB_GCA_049965455.1,nifB,JBMFWH010000007.1_27_A,2.2e-10,36.0,0.5,0,195,20027-20953,-1,0,JBMFWH010000007.1,27,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__ARK-15;g__JAVRLB01;s__JAVRLB01 sp049965455
GB_GCA_049965455.1,nifB,JBMFWH010000015.1_9_A,5.8e-06,21.4,0.0,15,159,8184-9278,1,0,JBMFWH010000015.1,9,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__ARK-15;g__JAVRLB01;s__JAVRLB01 sp049965455
GB_GCA_049965715.1,nifB,JBMFWA010000005.1_28_A,8.5e-05,17.6,0.4,3,171,22521-23486,-1,0,JBMFWA010000005.1,28,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JAKAFX01;s__JAKAFX01 sp049965715
GB_GCA_049965815.1,nifB,JBMFVV010000039.1_3_A,4.6e-05,18.6,1.0,0,199,1917-2852,1,0,JBMFVV010000039.1,3,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__GCA-001856825;g__GCA-001856825;s__GCA-001856825 sp049965815
GB_GCA_049966495.1,nifB,JBMFUN010000022.1_1_A,3.6e-06,21.1,0.5,5,199,33-947,-1,0,JBMFUN010000022.1,1,1,nifB,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAKAWW01;s__JAKAWW01 sp049966495
GB_GCA_049967255.1,nifH,JBMFTB010000001.1_58_A,0.00056,15.9,0.2,0,43,56645-57499,1,0,JBMFTB010000001.1,58,1,nifH,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__ARK-15;g__ARK-15;s__ARK-15 sp049967255
GB_GCA_049967255.1,nifH,JBMFTB010000001.1_59_A,0.00037,16.5,0.0,0,57,57487-58368,1,0,JBMFTB010000001.1,59,1,nifH,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__ARK-15;g__ARK-15;s__ARK-15 sp049967255
GB_GCA_049967255.1,nifH,JBMFTB010000001.1_59_B,4.5e-06,22.8,0.0,168,292,57487-58368,1,0,JBMFTB010000001.1,59,1,nifH,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__ARK-15;g__ARK-15;s__ARK-15 sp049967255
GB_GCA_049967255.1,nifB,JBMFTB010000001.1_63_A,1.8e-08,29.8,0.9,2,192,61090-62010,1,0,JBMFTB010000001.1,63,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__ARK-15;g__ARK-15;s__ARK-15 sp049967255
GB_GCA_049967595.1,nifB,JBMFSK010000026.1_10_A,0.0006,14.4,0.0,10,194,13182-14270,1,0,JBMFSK010000026.1,10,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__ARK-15;g__ARK-15;s__ARK-15 sp049967595
GB_GCA_049967595.1,nifB,JBMFSK010000045.1_13_A,1.5e-05,19.7,2.5,4,195,7654-8574,-1,1,JBMFSK010000045.1,13,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__ARK-15;g__ARK-15;s__ARK-15 sp049967595
GB_GCA_049969275.1,nifB,JBMFPE010000008.1_12_B,9e-05,16.7,0.1,100,209,11284-12261,1,0,JBMFPE010000008.1,12,1,nifB,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__SCSR01;g__JAVZHQ01;s__JAVZHQ01 sp049969275
GB_GCA_049969855.1,nifB,JBMFOB010000002.1_113_A,4.9e-11,38.1,1.0,8,230,99494-100423,1,0,JBMFOB010000002.1,113,1,nifB,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JASEJA01;s__JASEJA01 sp049969855
GB_GCA_049970095.1,nifB,JBMFNP010000006.1_22_A,0.00061,14.9,4.1,9,176,23610-24527,1,1,JBMFNP010000006.1,22,1,nifB,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Lutacidiplasmatales;f__SKW197;g__SKW197;s__SKW197 sp049970095
GB_GCA_049970435.1,nifB,JBMFMY010000007.1_17_A,1.3e-41,139.2,0.1,1,130,15233-15622,1,0,JBMFMY010000007.1,17,1,nifB,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__JBMFMY01;s__JBMFMY01 sp049970435
GB_GCA_049970435.1,nifB,JBMFMY010000022.1_3_A,0.00017,16.7,0.1,3,126,868-1779,1,0,JBMFMY010000022.1,3,1,nifB,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__JBMFMY01;s__JBMFMY01 sp049970435
GB_GCA_049970435.1,nifB,JBMFMY010000066.1_9_A,5.4e-05,18.4,0.0,0,125,5025-5408,1,0,JBMFMY010000066.1,9,1,nifB,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__JBMFMY01;s__JBMFMY01 sp049970435
GB_GCA_049970435.1,nifB,JBMFMY010000237.1_2_A,2.9e-53,177.6,0.1,0,163,1042-1542,-1,0,JBMFMY010000237.1,2,1,nifB,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__JBMFMY01;s__JBMFMY01 sp049970435
GB_GCA_049970695.1,nifB,JBMFML010000001.1_60_A,1.5e-08,30.0,0.0,7,140,63271-64368,1,0,JBMFML010000001.1,60,1,nifB,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__UBA285;s__UBA285 sp049970695
GB_GCA_049970695.1,nifB,JBMFML010000013.1_21_A,0.00023,16.2,0.1,45,227,17490-18557,1,0,JBMFML010000013.1,21,1,nifB,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__UBA285;s__UBA285 sp049970695
GB_GCA_049970695.1,nifB,JBMFML010000045.1_4_A,7.8e-07,24.3,0.0,0,110,937-1338,1,0,JBMFML010000045.1,4,1,nifB,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__UBA285;s__UBA285 sp049970695
GB_GCA_049970895.1,nifB,JBMFMB010000003.1_85_A,4.7e-09,31.7,0.5,8,231,70220-71158,1,0,JBMFMB010000003.1,85,2,nifB,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JAGTQI01;s__JAGTQI01 sp049970895
GB_GCA_049970895.1,nifB,JBMFMB010000010.1_24_A,0.00064,14.8,0.2,13,198,18283-18912,1,0,JBMFMB010000010.1,24,1,nifB,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JAGTQI01;s__JAGTQI01 sp049970895
GB_GCA_049971805.1,nifB,JBMFKU010000004.1_48_A,5.8e-07,24.7,0.2,14,213,38829-39887,-1,0,JBMFKU010000004.1,48,1,nifB,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Caldisphaera;s__Caldisphaera sp049971805
GB_GCA_049972525.1,nifB,JBMFKI010000005.1_24_A,1.2e-05,20.4,0.0,7,127,22805-23737,1,0,JBMFKI010000005.1,24,1,nifB,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JAVZLQ01;s__JAVZLQ01 sp049972525
GB_GCA_049973945.1,nifB,JBMFJH010000014.1_36_A,0.00093,14.4,0.0,3,148,33319-34260,-1,0,JBMFJH010000014.1,36,1,nifB,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Acd1;s__Acd1 sp049973945
