,hit,contig,score
GB_GCA_035561215.1,DATMYB010000015.1_11_A,DATMYB010000015.1_11,0
GB_GCA_036677675.1,JAVBWC010000001.1_58_A,JAVBWC010000001.1_58,0
GB_GCA_036833715.1,DAITPG010000041.1_7_A,DAITPG010000041.1_7,0
GB_GCA_039679805.1,JBDKUD010000103.1_6_A,JBDKUD010000103.1_6,0
GB_GCA_040753635.1,JBFMDL010000036.1_5_A,JBFMDL010000036.1_5,0
GB_GCA_040882925.1,JBFLJZ010000056.1_2_A,JBFLJZ010000056.1_2,0
GB_GCA_041653135.1,JBAZGB010000029.1_9_A,JBAZGB010000029.1_9,0
GB_GCA_044426345.1,JAWXUP010000010.1_45_A,JAWXUP010000010.1_45,0
GB_GCA_046706685.1,JBJKPE010000072.1_6_A,JBJKPE010000072.1_6,0
GB_GCA_047604985.1,JASGGP010000060.1_9_A,JASGGP010000060.1_9,0
GB_GCA_047974325.1,JBKECE010000070.1_6_A,JBKECE010000070.1_6,0
GB_GCA_049324975.1,JBMOPI010000013.1_10_A,JBMOPI010000013.1_10,0
GB_GCA_049840955.1,JASGIX010000034.1_79_B,JASGIX010000034.1_79,0
GB_GCA_050251945.1,JBFWLW010000004.1_209_A,JBFWLW010000004.1_209,0
GB_GCA_051879955.1,JBJENA010000080.1_17_A,JBJENA010000080.1_17,0
GB_GCA_900317035.1,ONFC01000088.1_6_A,ONFC01000088.1_6,0
GB_GCA_902780505.1,CACZFN010000023.1_4_A,CACZFN010000023.1_4,0
GB_GCA_902799665.1,CADCBK010000019.1_46_A,CADCBK010000019.1_46,0
GB_GCA_905235455.1,CAJOLL010000010.1_16_A,CAJOLL010000010.1_16,0
GB_GCA_937885475.1,CAKZZR010000124.1_9_A,CAKZZR010000124.1_9,0
GB_GCA_946407015.1,CAMJML010000009.1_96_A,CAMJML010000009.1_96,0
GB_GCA_946536145.1,CAMNEA010000042.1_15_A,CAMNEA010000042.1_15,0
GB_GCA_947168365.1,CAMVLO010000020.1_44_A,CAMVLO010000020.1_44,0
GB_GCA_947628795.1,CANRBF010000008.1_106_A,CANRBF010000008.1_106,0
GB_GCA_963526645.1,CAUROG010000029.1_10_A,CAUROG010000029.1_10,0
GB_GCA_963664135.1,OY760905.1_2737_A,OY760905.1_2737,0
GB_GCA_963667825.1,OY764022.1_2422_A,OY764022.1_2422,0
GB_GCA_963676095.1,OY781040.1_2201_A,OY781040.1_2201,0
GB_GCA_963677785.2,CAXXDH010000001.1_224_A,CAXXDH010000001.1_224,0
GB_GCA_963746935.1,CAVVDU010000032.1_99_A,CAVVDU010000032.1_99,0
GB_GCA_963790715.1,CAWBPN010000016.1_54_A,CAWBPN010000016.1_54,0
GB_GCA_964292325.1,CAXYVG010000064.1_9_A,CAXYVG010000064.1_9,0
GB_GCA_964413315.1,CAYPRZ010000051.1_2_A,CAYPRZ010000051.1_2,0
GB_GCA_964428015.1,CAYRWR010000004.1_51_B,CAYRWR010000004.1_51,0
GB_GCA_964457945.1,CAYWFX010000006.1_72_A,CAYWFX010000006.1_72,0
GB_GCA_964501655.1,CAZCTN010000018.1_12_A,CAZCTN010000018.1_12,0
GB_GCA_964540275.1,CAZIMB010000018.1_5_A,CAZIMB010000018.1_5,0
GB_GCA_964559815.1,CAZLJN010000083.1_1_A,CAZLJN010000083.1_1,0
GB_GCA_964611215.1,CAZSXF010000011.1_14_A,CAZSXF010000011.1_14,0
GB_GCA_964637385.1,CAZWTM010000046.1_14_A,CAZWTM010000046.1_14,0
GB_GCA_965140735.1,OZ223306.1_1180_A,OZ223306.1_1180,0
RS_GCF_000016505.1,NC_009706.1_1725_A,NC_009706.1_1725,0
RS_GCF_000174415.1,NZ_ACJM01000023.1_2_A,NZ_ACJM01000023.1_2,0
RS_GCF_000190635.1,NC_015172.1_2803_A,NC_015172.1_2803,0
RS_GCF_000246895.1,NZ_BAEV01000023.1_15_A,NZ_BAEV01000023.1_15,0
RS_GCF_000284415.1,NC_017059.1_561_A,NC_017059.1_561,0
RS_GCF_000340885.1,NC_020291.1_3005_A,NC_020291.1_3005,0
RS_GCF_000389635.1,NC_021182.1_3342_A,NC_021182.1_3342,0
RS_GCF_000430885.1,NZ_AUMW01000018.1_60_A,NZ_AUMW01000018.1_60,0
RS_GCF_000526495.1,NZ_JAGE01000002.1_588_A,NZ_JAGE01000002.1_588,0
RS_GCF_000621745.1,NZ_KK211339.1_41_A,NZ_KK211339.1_41,0
RS_GCF_000725345.1,NZ_CP008852.1_42_A,NZ_CP008852.1_42,0
RS_GCF_000807255.1,NZ_CP009268.1_1369_A,NZ_CP009268.1_1369,0
RS_GCF_001295845.1,NZ_LJIC01000158.1_102_A,NZ_LJIC01000158.1_102,0
RS_GCF_001623875.1,NZ_LWAE01000003.1_298_A,NZ_LWAE01000003.1_298,0
RS_GCF_001902295.1,NZ_CP018335.1_2110_A,NZ_CP018335.1_2110,0
RS_GCF_002073975.1,NZ_CP020384.1_3355_A,NZ_CP020384.1_3355,0
RS_GCF_002760435.1,NZ_AUUU01000066.1_13_A,NZ_AUUU01000066.1_13,0
RS_GCF_002937075.1,NZ_NHSJ01000060.1_13_A,NZ_NHSJ01000060.1_13,0
RS_GCF_003226555.1,NZ_QKQS01000006.1_447_A,NZ_QKQS01000006.1_447,0
RS_GCF_003966715.1,NZ_AP018907.1_604_A,NZ_AP018907.1_604,0
RS_GCF_004341685.1,NZ_SMAA01000010.1_71_A,NZ_SMAA01000010.1_71,0
RS_GCF_006715975.1,NZ_VFOF01000001.1_274_A,NZ_VFOF01000001.1_274,0
RS_GCF_007992075.1,NZ_BJZO01000043.1_25_A,NZ_BJZO01000043.1_25,0
RS_GCF_008802365.1,NZ_VZQZ01000001.1_229_A,NZ_VZQZ01000001.1_229,0
RS_GCF_010131535.1,NZ_WUBS01000013.1_121_A,NZ_WUBS01000013.1_121,0
RS_GCF_013415845.1,NZ_CP058907.1_1401_A,NZ_CP058907.1_1401,0
RS_GCF_014284475.1,NZ_WJBC01000012.1_15_A,NZ_WJBC01000012.1_15,0
RS_GCF_016591975.1,NZ_AP024169.1_4140_A,NZ_AP024169.1_4140,0
RS_GCF_018128545.1,NZ_JAGSND010000004.1_43_A,NZ_JAGSND010000004.1_43,0
RS_GCF_018861735.1,NZ_JAHLEB010000046.1_28_A,NZ_JAHLEB010000046.1_28,0
RS_GCF_019797845.1,NZ_CP081864.1_3386_A,NZ_CP081864.1_3386,0
RS_GCF_020523985.1,NZ_JAIVKM010000001.1_401_A,NZ_JAIVKM010000001.1_401,0
RS_GCF_022482905.1,NZ_JAKVOI010000001.1_2972_A,NZ_JAKVOI010000001.1_2972,0
RS_GCF_025961575.1,NZ_JAOQNX010000010.1_37_A,NZ_JAOQNX010000010.1_37,0
RS_GCF_029267515.1,NZ_JAJUIS010000005.1_168_A,NZ_JAJUIS010000005.1_168,0
RS_GCF_030813505.1,NZ_JAUSUE010000023.1_41_A,NZ_JAUSUE010000023.1_41,0
RS_GCF_032064125.1,NZ_DAMBNZ010000003.1_318_A,NZ_DAMBNZ010000003.1_318,0
RS_GCF_035561155.1,NZ_DATMYD010000126.1_8_A,NZ_DATMYD010000126.1_8,0
RS_GCF_036541405.1,NZ_JAZHFS010000006.1_168_A,NZ_JAZHFS010000006.1_168,0
RS_GCF_039134705.1,NZ_CP146256.1_1348_A,NZ_CP146256.1_1348,0
RS_GCF_041428895.1,NZ_CP156926.1_5507_A,NZ_CP156926.1_5507,0
RS_GCF_042649925.1,NZ_JBHSAF010000014.1_114_A,NZ_JBHSAF010000014.1_114,0
RS_GCF_045310795.1,NZ_JBJIAB010000028.1_26_A,NZ_JBJIAB010000028.1_26,0
RS_GCF_047324305.1,NZ_CP178740.1_1536_A,NZ_CP178740.1_1536,0
RS_GCF_047718555.1,NZ_JBDNRK010000013.1_34_A,NZ_JBDNRK010000013.1_34,0
RS_GCF_048594845.1,NZ_JBMDXE010000078.1_5_A,NZ_JBMDXE010000078.1_5,0
RS_GCF_900078195.1,NZ_FJVE01000007.1_1223_A,NZ_FJVE01000007.1_1223,0
RS_GCF_900112155.1,NZ_FOKQ01000005.1_30_A,NZ_FOKQ01000005.1_30,0
RS_GCF_900129195.1,NZ_FQUY01000008.1_75_A,NZ_FQUY01000008.1_75,0
RS_GCF_900143285.1,NZ_FRDN01000007.1_282_A,NZ_FRDN01000007.1_282,0
RS_GCF_900187365.1,NZ_FYDG01000013.1_82_A,NZ_FYDG01000013.1_82,0
RS_GCF_963556105.3,NZ_CAUVYG020000001.1_1901_A,NZ_CAUVYG020000001.1_1901,0
GB_GCA_002508465.1,DAQQ01000252.1_3_A,DAQQ01000252.1_3,0
GB_GCA_009911715.1,CP047880.1_1499_A,CP047880.1_1499,0
GB_GCA_017475875.1,JAFVET010000159.1_1_A,JAFVET010000159.1_1,0
GB_GCA_023436075.1,JAEZKS010000164.1_4_A,JAEZKS010000164.1_4,0
GB_GCA_028705545.1,JAQWDG010000020.1_8_A,JAQWDG010000020.1_8,0
GB_GCA_031267895.1,JAIRYF010000057.1_3_A,JAIRYF010000057.1_3,0
GB_GCA_033485155.1,JAWQJJ010000001.1_241_A,JAWQJJ010000001.1_241,0
GB_GCA_039698055.1,JBDKTL010000004.1_15_A,JBDKTL010000004.1_15,0
GB_GCA_041653075.1,JBAZFZ010000067.1_4_A,JBAZFZ010000067.1_4,0
GB_GCA_903832665.1,CAILCG010000025.1_24_A,CAILCG010000025.1_24,0
GB_GCA_963586845.1,CAVABN010000001.1_3_A,CAVABN010000001.1_3,0
GB_GCA_963645865.1,CAVIUM010000035.1_2_A,CAVIUM010000035.1_2,0
GB_GCA_963676045.1,OY780938.1_1546_A,OY780938.1_1546,0
GB_GCA_963733675.1,CAVTET010000004.1_146_A,CAVTET010000004.1_146,0
GB_GCA_963780625.1,CAWACH010000002.1_385_A,CAWACH010000002.1_385,0
GB_GCA_963826525.1,CAWGXH010000004.1_190_A,CAWGXH010000004.1_190,0
GB_GCA_964499845.1,CAZCMJ010000081.1_2_A,CAZCMJ010000081.1_2,0
GB_GCA_964624045.1,CAZUXC010000016.1_4_A,CAZUXC010000016.1_4,0
RS_GCF_000017625.1,NC_009712.1_2057_A,NC_009712.1_2057,0
RS_GCF_000275865.1,NZ_CM001555.1_525_A,NZ_CM001555.1_525,0
RS_GCF_001729965.1,NZ_JRWK01000002.1_84_A,NZ_JRWK01000002.1_84,0
RS_GCF_017875315.1,NZ_JAGGMM010000001.1_502_A,NZ_JAGGMM010000001.1_502,0
RS_GCF_025397995.1,NZ_CP104550.1_153_A,NZ_CP104550.1_153,0
RS_GCF_030655665.1,NZ_JAUSPQ010000004.1_137_A,NZ_JAUSPQ010000004.1_137,0
RS_GCF_046195335.1,NZ_CP176093.1_2532_A,NZ_CP176093.1_2532,0
RS_GCF_052055875.1,NZ_CP170508.1_1256_A,NZ_CP170508.1_1256,0
GB_GCA_000961585.1,LADN01000053.1_41_A,LADN01000053.1_41,0
GB_GCA_001657575.1,LBCX01000005.1_34_A,LBCX01000005.1_34,0
GB_GCA_002294045.1,DBEP01000075.1_46_A,DBEP01000075.1_46,0
GB_GCA_002307145.1,DBTR01000004.1_5_A,DBTR01000004.1_5,0
GB_GCA_002371265.1,DFGT01000027.1_20_A,DFGT01000027.1_20,0
GB_GCA_002403785.1,DHIM01000108.1_16_A,DHIM01000108.1_16,0
GB_GCA_002423105.1,DIUT01000018.1_6_B,DIUT01000018.1_6,0
GB_GCA_002897935.1,BDTA01000079.1_2_A,BDTA01000079.1_2,0
GB_GCA_003543235.1,DPJA01000039.1_219_A,DPJA01000039.1_219,0
GB_GCA_007134025.1,SLLR01000133.1_5_A,SLLR01000133.1_5,0
GB_GCA_009712635.1,WASS01000015.1_283_A,WASS01000015.1_283,0
GB_GCA_012519695.1,JAAYPT010000046.1_1_A,JAAYPT010000046.1_1,0
GB_GCA_013334335.1,JAAXXR010000070.1_9_A,JAAXXR010000070.1_9,0
GB_GCA_015057715.1,SVDS01000056.1_14_A,SVDS01000056.1_14,0
GB_GCA_015654525.1,JAATGT010000298.1_10_A,JAATGT010000298.1_10,0
GB_GCA_015655075.1,JAATFT010000093.1_17_A,JAATFT010000093.1_17,0
GB_GCA_016234115.1,JACRHD010000067.1_128_A,JACRHD010000067.1_128,0
GB_GCA_016291375.1,JAEEXE010000077.1_6_A,JAEEXE010000077.1_6,0
GB_GCA_016931575.1,JAFGEO010000164.1_3_A,JAFGEO010000164.1_3,0
GB_GCA_017470535.1,JAFUYP010000009.1_30_A,JAFUYP010000009.1_30,0
GB_GCA_017634555.1,JAGBNF010000007.1_28_A,JAGBNF010000007.1_28,0
GB_GCA_017889625.1,JAGGAD010000016.1_49_A,JAGGAD010000016.1_49,0
GB_GCA_017962145.1,JAGCVX010000017.1_18_A,JAGCVX010000017.1_18,0
GB_GCA_018903255.1,JAHIQT010000088.1_8_A,JAHIQT010000088.1_8,0
GB_GCA_021199255.1,JAJQIK010000045.1_83_A,JAJQIK010000045.1_83,0
GB_GCA_021782105.1,JAJXVO010000114.1_4_A,JAJXVO010000114.1_4,0
GB_GCA_021849745.1,JAJZSN010000031.1_33_A,JAJZSN010000031.1_33,0
GB_GCA_023386035.1,JAEWKM010000029.1_15_A,JAEWKM010000029.1_15,0
GB_GCA_023390555.1,JAEWCQ010000016.1_124_A,JAEWCQ010000016.1_124,0
GB_GCA_023392615.1,JAEVYT010000017.1_399_A,JAEVYT010000017.1_399,0
GB_GCA_023398615.1,JAEWSD010000176.1_10_A,JAEWSD010000176.1_10,0
GB_GCA_023402395.1,JAEYGI010000042.1_155_A,JAEYGI010000042.1_155,0
GB_GCA_023408815.1,JAEYJO010000061.1_86_A,JAEYJO010000061.1_86,0
GB_GCA_023410535.1,JAEYPR010000010.1_352_A,JAEYPR010000010.1_352,0
GB_GCA_023415305.1,JAEZKZ010000110.1_103_A,JAEZKZ010000110.1_103,0
GB_GCA_023418475.1,JAEZZO010000009.1_87_A,JAEZZO010000009.1_87,0
GB_GCA_023424995.1,JAFADH010000279.1_19_A,JAFADH010000279.1_19,0
GB_GCA_023433945.1,JAEYTP010000023.1_48_C,JAEYTP010000023.1_48,0
GB_GCA_023439185.1,JAEXOR010000055.1_100_A,JAEXOR010000055.1_100,0
GB_GCA_023460085.1,JAEWRI010000036.1_274_A,JAEWRI010000036.1_274,0
GB_GCA_026000755.1,BNZC01000006.1_32_A,BNZC01000006.1_32,0
GB_GCA_028683555.1,JAQUHN010000098.1_1_A,JAQUHN010000098.1_1,0
GB_GCA_029256725.1,JAQSXJ010000016.1_30_A,JAQSXJ010000016.1_30,0
GB_GCA_029976065.1,JARKNV010000012.1_48_A,JARKNV010000012.1_48,0
GB_GCA_031257175.1,JAIRPE010000126.1_7_A,JAIRPE010000126.1_7,0
GB_GCA_031261565.1,JAISJK010000092.1_2_A,JAISJK010000092.1_2,0
GB_GCA_031269825.1,JAISYP010000027.1_10_A,JAISYP010000027.1_10,0
GB_GCA_031272185.1,JAISUG010000045.1_26_A,JAISUG010000045.1_26,0
GB_GCA_031273845.1,JAISRC010000151.1_1_A,JAISRC010000151.1_1,0
GB_GCA_031275645.1,JAISOL010000070.1_70_A,JAISOL010000070.1_70,0
GB_GCA_031277095.1,JAISLU010000002.1_7_A,JAISLU010000002.1_7,0
GB_GCA_031279525.1,JAITIH010000351.1_4_A,JAITIH010000351.1_4,0
GB_GCA_031281735.1,JAITEZ010000129.1_7_A,JAITEZ010000129.1_7,0
GB_GCA_031288415.1,JAITRL010000323.1_13_B,JAITRL010000323.1_13,0
GB_GCA_031289735.1,JAITOV010000166.1_15_A,JAITOV010000166.1_15,0
GB_GCA_031290775.1,JAITMX010000014.1_4_A,JAITMX010000014.1_4,0
GB_GCA_031548405.1,JAVBRC010000143.1_11_A,JAVBRC010000143.1_11,0
GB_GCA_034927445.1,JAYFPZ010000001.1_20_A,JAYFPZ010000001.1_20,0
GB_GCA_035490915.1,DATJLB010000083.1_7_A,DATJLB010000083.1_7,0
GB_GCA_035561215.1,DATMYB010000174.1_19_A,DATMYB010000174.1_19,0
GB_GCA_036677675.1,JAVBWC010000001.1_62_A,JAVBWC010000001.1_62,0
GB_GCA_037381085.1,JARRRD010000091.1_12_A,JARRRD010000091.1_12,0
GB_GCA_039680175.1,JBDKTO010000111.1_11_A,JBDKTO010000111.1_11,0
GB_GCA_040754455.1,JBFMCP010000001.1_66_A,JBFMCP010000001.1_66,0
GB_GCA_041223105.1,JBCLPO010000001.1_12_A,JBCLPO010000001.1_12,0
GB_GCA_041672425.1,JBAYZR010000039.1_5_A,JBAYZR010000039.1_5,0
GB_GCA_045131275.1,JBGUQT010000043.1_52_A,JBGUQT010000043.1_52,0
GB_GCA_046719235.1,JBDNDH010000053.1_6_A,JBDNDH010000053.1_6,0
GB_GCA_047605645.1,JASGFJ010000031.1_20_A,JASGFJ010000031.1_20,0
GB_GCA_047974745.1,JBKECO010000021.1_154_A,JBKECO010000021.1_154,0
GB_GCA_049325055.1,JBMOPB010000111.1_22_A,JBMOPB010000111.1_22,0
GB_GCA_049841175.1,JASGHA010000005.1_13_A,JASGHA010000005.1_13,0
GB_GCA_050252135.1,JBFWLN010000005.1_54_A,JBFWLN010000005.1_54,0
GB_GCA_052139735.1,JBKQWB010000064.1_73_A,JBKQWB010000064.1_73,0
GB_GCA_900321215.1,ONVE01000082.1_3_A,ONVE01000082.1_3,0
GB_GCA_902781565.1,CACZJT010000011.1_23_A,CACZJT010000011.1_23,0
GB_GCA_902800795.1,CADCFQ010000017.1_17_A,CADCFQ010000017.1_17,0
GB_GCA_905235955.1,CAJONN010000043.1_8_A,CAJONN010000043.1_8,0
GB_GCA_937894905.1,CALAWD010000093.1_10_A,CALAWD010000093.1_10,0
GB_GCA_946407015.1,CAMJML010000009.1_102_A,CAMJML010000009.1_102,0
GB_GCA_946544235.1,CAMNMC010000112.1_29_B,CAMNMC010000112.1_29,0
GB_GCA_947169885.1,CAMVRM010000019.1_27_A,CAMVRM010000019.1_27,0
GB_GCA_947630925.1,CANRJM010000026.1_14_A,CANRJM010000026.1_14,0
GB_GCA_963528005.1,CAURSM010000004.1_28_A,CAURSM010000004.1_28,0
GB_GCA_963665275.2,CAXXIN010000018.1_74_A,CAXXIN010000018.1_74,0
GB_GCA_963674895.2,CAXXCY010000003.1_964_A,CAXXCY010000003.1_964,0
GB_GCA_963676435.2,CAXXOZ010000013.1_3_A,CAXXOZ010000013.1_3,0
GB_GCA_963677915.2,CAXXGE010000021.1_127_A,CAXXGE010000021.1_127,0
GB_GCA_963748325.1,CAVVIJ010000004.1_1711_A,CAVVIJ010000004.1_1711,0
GB_GCA_963791805.1,CAWBTU010000004.1_99_A,CAWBTU010000004.1_99,0
GB_GCA_964385235.1,CAYLOD010000020.1_3_A,CAYLOD010000020.1_3,0
GB_GCA_964414745.1,CAYPXB010000005.1_7_A,CAYPXB010000005.1_7,0
GB_GCA_964431365.1,CAYSJJ010000096.1_1_A,CAYSJJ010000096.1_1,0
GB_GCA_964458365.1,CAYWIN010000101.1_3_A,CAYWIN010000101.1_3,0
GB_GCA_964510795.1,CAZEDT010000078.1_10_A,CAZEDT010000078.1_10,0
GB_GCA_964541505.1,CAZIRG010000033.1_10_A,CAZIRG010000033.1_10,0
GB_GCA_964559815.1,CAZLJN010000290.1_4_A,CAZLJN010000290.1_4,0
GB_GCA_964612345.1,CAZTEH010000087.1_7_A,CAZTEH010000087.1_7,0
GB_GCA_964639515.1,CAZXDE010000124.1_5_A,CAZXDE010000124.1_5,0
GB_GCA_965366475.1,CBDUFN010000022.1_19_A,CBDUFN010000022.1_19,0
RS_GCF_000020525.1,NC_011026.1_1876_A,NC_011026.1_1876,0
RS_GCF_000178115.2,NC_014828.1_1551_A,NC_014828.1_1551,0
RS_GCF_000215085.1,NC_015589.1_3465_A,NC_015589.1_3465,0
RS_GCF_000246895.1,NZ_BAEV01000023.1_16_A,NZ_BAEV01000023.1_16,0
RS_GCF_000293785.1,NZ_AKZI01000081.1_43_A,NZ_AKZI01000081.1_43,0
RS_GCF_000350105.1,NZ_CAIY01000015.1_25_A,NZ_CAIY01000015.1_25,0
RS_GCF_000389635.1,NC_021182.1_3344_A,NC_021182.1_3344,0
RS_GCF_000442515.1,NZ_AQPH01000081.1_11_A,NZ_AQPH01000081.1_11,0
RS_GCF_000526775.1,NZ_JAGS01000001.1_1452_A,NZ_JAGS01000001.1_1452,0
RS_GCF_000622085.1,NZ_JHWL01000004.1_185_A,NZ_JHWL01000004.1_185,0
RS_GCF_000746025.2,NZ_CP045798.1_396_A,NZ_CP045798.1_396,0
RS_GCF_000983115.1,NZ_CGIH01000027.1_166_A,NZ_CGIH01000027.1_166,0
RS_GCF_001298735.1,NZ_CYSP01000014.1_51_A,NZ_CYSP01000014.1_51,0
RS_GCF_001658025.2,NZ_CP014007.2_2186_A,NZ_CP014007.2_2186,0
RS_GCF_001941975.2,NZ_CP146991.1_4027_A,NZ_CP146991.1_4027,0
RS_GCF_002095535.1,NZ_MLJI01000002.1_206_A,NZ_MLJI01000002.1_206,0
RS_GCF_002770725.1,NZ_NQVN01000002.1_268_A,NZ_NQVN01000002.1_268,0
RS_GCF_002995745.1,NZ_PVXQ01000001.1_148_A,NZ_PVXQ01000001.1_148,0
RS_GCF_003254295.1,NZ_QKZO01000014.1_43_A,NZ_QKZO01000014.1_43,0
RS_GCF_003966895.1,NZ_AP018449.1_441_A,NZ_AP018449.1_441,0
RS_GCF_004342175.1,NZ_SMAO01000001.1_336_A,NZ_SMAO01000001.1_336,0
RS_GCF_006742065.1,NZ_AP019717.1_415_A,NZ_AP019717.1_415,0
RS_GCF_008086595.1,NZ_RXYA01000003.1_90_A,NZ_RXYA01000003.1_90,0
RS_GCF_008830185.1,NZ_WAGX01000005.1_841_A,NZ_WAGX01000005.1_841,0
RS_GCF_010907035.1,NZ_QUMK01000077.1_14_A,NZ_QUMK01000077.1_14,0
RS_GCF_014191985.1,NZ_JACHXI010000008.1_96_A,NZ_JACHXI010000008.1_96,0
RS_GCF_014284495.1,NZ_WJBE01000020.1_51_A,NZ_WJBE01000020.1_51,0
RS_GCF_016865365.1,NZ_AP024469.1_3337_A,NZ_AP024469.1_3337,0
RS_GCF_018223745.1,NZ_CP073653.1_1982_A,NZ_CP073653.1_1982,0
RS_GCF_018905915.1,NZ_CP064782.1_251_A,NZ_CP064782.1_251,0
RS_GCF_019904155.1,NZ_JAHCMB010000046.1_133_A,NZ_JAHCMB010000046.1_133,0
RS_GCF_020819555.1,NZ_JAJHJB010000026.1_28_A,NZ_JAJHJB010000026.1_28,0
RS_GCF_022508225.1,NZ_JAETXJ010000003.1_381_A,NZ_JAETXJ010000003.1_381,0
RS_GCF_025962655.1,NZ_JAGFPE010000009.1_71_A,NZ_JAGFPE010000009.1_71,0
RS_GCF_029478095.1,NZ_JAKOAV010000020.1_44_A,NZ_JAKOAV010000020.1_44,0
RS_GCF_030824455.1,NZ_JAVBXR010000107.1_20_A,NZ_JAVBXR010000107.1_20,0
RS_GCF_032334055.1,NZ_JAUOZS010000001.1_2542_A,NZ_JAUOZS010000001.1_2542,0
RS_GCF_035561255.1,NZ_DATMXX010000359.1_23_A,NZ_DATMXX010000359.1_23,0
RS_GCF_036562005.2,NZ_JARXNH020000057.1_796_A,NZ_JARXNH020000057.1_796,0
RS_GCF_039545435.1,NZ_BRPJ01000010.1_64_A,NZ_BRPJ01000010.1_64,0
RS_GCF_041752335.1,NZ_JBGSHG010000006.1_9_A,NZ_JBGSHG010000006.1_9,0
RS_GCF_042682685.1,NZ_JBHUHX010000058.1_3_A,NZ_JBHUHX010000058.1_3,0
RS_GCF_046254905.1,NZ_CP158016.1_2784_A,NZ_CP158016.1_2784,0
RS_GCF_047456275.1,NZ_CP173357.1_3086_A,NZ_CP173357.1_3086,0
RS_GCF_047718555.1,NZ_JBDNRK010000013.1_35_A,NZ_JBDNRK010000013.1_35,0
RS_GCF_048627165.1,NZ_JBMBWP010000001.1_304_A,NZ_JBMBWP010000001.1_304,0
RS_GCF_900102485.1,NZ_FNBX01000016.1_25_A,NZ_FNBX01000016.1_25,0
RS_GCF_900112775.1,NZ_FOYZ01000001.1_314_A,NZ_FOYZ01000001.1_314,0
RS_GCF_900130055.1,NZ_FQXU01000020.1_40_A,NZ_FQXU01000020.1_40,0
RS_GCF_900143645.1,NZ_FRFD01000010.1_259_A,NZ_FRFD01000010.1_259,0
RS_GCF_900205965.1,NZ_OAOF01000001.1_45_A,NZ_OAOF01000001.1_45,0
RS_GCF_963664155.2,NZ_CAXXXH010000001.1_778_B,NZ_CAXXXH010000001.1_778,0
GB_GCA_002839675.1,PGYM01000001.1_518_A,PGYM01000001.1_518,0
GB_GCA_013331215.1,DUGU01000033.1_14_A,DUGU01000033.1_14,0
GB_GCA_017540825.1,JAFYAH010000006.1_8_A,JAFYAH010000006.1_8,0
GB_GCA_024399175.1,JAKSHU010000141.1_2_A,JAKSHU010000141.1_2,0
GB_GCA_030156225.1,JASGMW010000001.1_49_A,JASGMW010000001.1_49,0
GB_GCA_031271555.1,JAISVN010000066.1_1_A,JAISVN010000066.1_1,0
GB_GCA_034006405.1,JAVESW010000043.1_9_A,JAVESW010000043.1_9,0
GB_GCA_041645055.1,JBAZQT010000025.1_5_A,JBAZQT010000025.1_5,0
GB_GCA_045588265.1,JAZNDX010000001.1_2_A,JAZNDX010000001.1_2,0
GB_GCA_934702355.1,CAKUXX010000012.1_23_A,CAKUXX010000012.1_23,0
GB_GCA_963591575.1,CAVATL010000032.1_2_A,CAVATL010000032.1_2,0
GB_GCA_963650175.1,CAVJLK010000103.1_2_A,CAVJLK010000103.1_2,0
GB_GCA_963676235.1,OY781044.1_927_A,OY781044.1_927,0
GB_GCA_963733675.1,CAVTET010000012.1_27_A,CAVTET010000012.1_27,0
GB_GCA_963780665.1,CAWACJ010000006.1_80_A,CAWACJ010000006.1_80,0
GB_GCA_963848985.1,CAWKGG010000020.1_38_A,CAWKGG010000020.1_38,0
GB_GCA_964501255.1,CAZCSN010000056.1_5_A,CAZCSN010000056.1_5,0
GB_GCA_964625165.1,CAZVAS010000058.1_5_A,CAZVAS010000058.1_5,0
RS_GCF_000017625.1,NC_009712.1_1180_A,NC_009712.1_1180,0
RS_GCF_000300255.2,NC_020913.1_328_A,NC_020913.1_328,0
RS_GCF_002208625.1,NZ_MRCT01000039.1_8_A,NZ_MRCT01000039.1_8,0
RS_GCF_018141185.1,NZ_CP058560.1_1448_A,NZ_CP058560.1_1448,0
RS_GCF_026684035.1,NZ_CP113361.1_1050_A,NZ_CP113361.1_1050,0
RS_GCF_031461075.1,NZ_JAVKPK010000082.1_11_A,NZ_JAVKPK010000082.1_11,0
RS_GCF_046244385.1,NZ_CP176366.1_572_A,NZ_CP176366.1_572,0
RS_GCF_052057765.1,NZ_CP195120.1_2869_A,NZ_CP195120.1_2869,0
GB_GCA_000961595.1,LADO01000055.1_87_A,LADO01000055.1_87,0
GB_GCA_001803645.1,MHDW01000183.1_2_A,MHDW01000183.1_2,0
GB_GCA_002298145.1,DBMP01000016.1_10_A,DBMP01000016.1_10,0
GB_GCA_002307175.1,DBTS01000093.1_17_A,DBTS01000093.1_17,0
GB_GCA_002389905.1,DGRE01000019.1_26_A,DGRE01000019.1_26,0
GB_GCA_002403785.1,DHIM01000144.1_3_A,DHIM01000144.1_3,0
GB_GCA_002452325.1,DKFG01000158.1_2_A,DKFG01000158.1_2,0
GB_GCA_002898135.1,BDTQ01000254.1_5_A,BDTQ01000254.1_5,0
GB_GCA_003561875.1,PWVL01000034.1_1_A,PWVL01000034.1_1,0
GB_GCA_007693455.1,REDP01000239.1_10_A,REDP01000239.1_10,0
GB_GCA_009886125.1,VFJK01000131.1_9_A,VFJK01000131.1_9,0
