,hit,contig,score
GB_GCA_036722275.1,DAIMJJ010000245.1_2_A,DAIMJJ010000245.1_2,0
GB_GCA_036787795.1,DAIQOQ010000139.1_8_A,DAIQOQ010000139.1_8,0
GB_GCA_039594335.1,JBCNNS010000023.1_31_A,JBCNNS010000023.1_31,0
GB_GCA_041639455.1,JBEQCC010000103.1_6_A,JBEQCC010000103.1_6,0
GB_GCA_041907765.1,JAYRGQ010000018.1_17_A,JAYRGQ010000018.1_17,0
GB_GCA_041915545.1,JAYSBF010000064.1_16_A,JAYSBF010000064.1_16,0
GB_GCA_047600785.1,JASGKH010000002.1_2120_A,JASGKH010000002.1_2120,0
GB_GCA_047606065.1,JASGEU010000176.1_6_A,JASGEU010000176.1_6,0
GB_GCA_047975025.1,JBKECY010000028.1_21_A,JBKECY010000028.1_21,0
GB_GCA_049840475.1,JASGKX010000001.1_1996_A,JASGKX010000001.1_1996,0
GB_GCA_050251945.1,JBFWLW010000004.1_212_A,JBFWLW010000004.1_212,0
GB_GCA_052139735.1,JBKQWB010000064.1_75_A,JBKQWB010000064.1_75,0
GB_GCA_900290375.1,OMOF01000020.1_10_A,OMOF01000020.1_10,0
GB_GCA_903899885.1,CAIULK010000262.1_15_A,CAIULK010000262.1_15,0
GB_GCA_903920145.1,CAIXKV010000218.1_19_A,CAIXKV010000218.1_19,0
GB_GCA_903932535.1,CAIZGR010000455.1_4_A,CAIZGR010000455.1_4,0
GB_GCA_937876625.1,CALEGN010000204.1_9_A,CALEGN010000204.1_9,0
GB_GCA_963526485.1,CAURNS010000003.1_34_A,CAURNS010000003.1_34,0
GB_GCA_963666145.1,OY762614.1_4522_A,OY762614.1_4522,0
GB_GCA_963676095.1,OY781040.1_2197_A,OY781040.1_2197,0
GB_GCA_963677305.1,OY781925.1_968_A,OY781925.1_968,0
GB_GCA_963709085.1,CAVPVB010000018.1_118_A,CAVPVB010000018.1_118,0
GB_GCA_963725425.1,CAVRYJ010000020.1_8_A,CAVRYJ010000020.1_8,0
GB_GCA_963748525.1,CAVVJJ010000018.1_444_A,CAVVJJ010000018.1_444,0
GB_GCA_963757985.1,CAVWTQ010000008.1_755_A,CAVWTQ010000008.1_755,0
GB_GCA_963767805.1,CAVYFP010000013.1_51_A,CAVYFP010000013.1_51,0
GB_GCA_963791805.1,CAWBTU010000004.1_106_A,CAWBTU010000004.1_106,0
GB_GCA_963805085.1,CAWDTA010000005.1_311_A,CAWDTA010000005.1_311,0
GB_GCA_963829495.1,CAWHIT010000018.1_7_A,CAWHIT010000018.1_7,0
GB_GCA_964250845.1,CAXUIG010000037.1_21_A,CAXUIG010000037.1_21,0
GB_GCA_964402355.1,CAYOCB010000001.1_402_A,CAYOCB010000001.1_402,0
GB_GCA_964458365.1,CAYWIN010000101.1_7_A,CAYWIN010000101.1_7,0
GB_GCA_964548535.1,CAZJRQ010000009.1_54_A,CAZJRQ010000009.1_54,0
GB_GCA_964618545.1,CAZUBG010000032.1_10_A,CAZUBG010000032.1_10,0
GB_GCA_964657295.1,CAZZVG010001064.1_1_A,CAZZVG010001064.1_1,0
GB_GCA_965363355.1,CBDTTM010000028.1_11_A,CBDTTM010000028.1_11,0
RS_GCF_000016505.1,NC_009706.1_337_A,NC_009706.1_337,0
RS_GCF_000166055.1,NC_014664.1_514_A,NC_014664.1_514,0
RS_GCF_000190635.1,NC_015172.1_2819_A,NC_015172.1_2819,0
RS_GCF_000230835.1,NZ_CM001240.1_4215_A,NZ_CM001240.1_4215,0
RS_GCF_000280495.2,NZ_CP018016.1_2214_A,NZ_CP018016.1_2214,0
RS_GCF_000297095.1,NZ_AEEA01000019.1_82_A,NZ_AEEA01000019.1_82,0
RS_GCF_000350485.1,NZ_AORV01000040.1_17_A,NZ_AORV01000040.1_17,0
RS_GCF_000389635.1,NC_021182.1_3337_A,NC_021182.1_3337,0
RS_GCF_000442515.1,NZ_AQPH01000081.1_13_A,NZ_AQPH01000081.1_13,0
RS_GCF_000527035.1,NZ_AZUK01000001.1_2827_A,NZ_AZUK01000001.1_2827,0
RS_GCF_000636015.1,NZ_JFZJ01000001.1_76_A,NZ_JFZJ01000001.1_76,0
RS_GCF_000756615.1,NZ_CP009288.1_2263_A,NZ_CP009288.1_2263,0
RS_GCF_000801335.2,NZ_JSEH01000007.1_159_A,NZ_JSEH01000007.1_159,0
RS_GCF_000981585.1,NZ_LN831776.1_2648_A,NZ_LN831776.1_2648,0
RS_GCF_001298735.1,NZ_CYSP01000025.1_18_A,NZ_CYSP01000025.1_18,0
RS_GCF_001571105.1,NZ_BCTD01000006.1_74_A,NZ_BCTD01000006.1_74,0
RS_GCF_001902295.1,NZ_CP018335.1_2101_A,NZ_CP018335.1_2101,0
RS_GCF_002073975.1,NZ_CP020384.1_3357_A,NZ_CP020384.1_3357,0
RS_GCF_002245985.1,NZ_NOLK01000303.1_1_A,NZ_NOLK01000303.1_1,0
RS_GCF_002770725.1,NZ_NQVN01000002.1_270_A,NZ_NQVN01000002.1_270,0
RS_GCF_002937075.1,NZ_NHSJ01000070.1_40_A,NZ_NHSJ01000070.1_40,0
RS_GCF_003115845.1,NZ_KZ819024.1_94_A,NZ_KZ819024.1_94,0
RS_GCF_003182475.1,NZ_QGTS01000007.1_181_A,NZ_QGTS01000007.1_181,0
RS_GCF_003285005.1,NZ_QMFA01000024.1_62_A,NZ_QMFA01000024.1_62,0
RS_GCF_003966895.1,NZ_AP018449.1_648_A,NZ_AP018449.1_648,0
RS_GCF_004339665.1,NZ_SMMU01000027.1_42_A,NZ_SMMU01000027.1_42,0
RS_GCF_004766045.1,NZ_SPQQ01000003.1_29_A,NZ_SPQQ01000003.1_29,0
RS_GCF_004802635.2,NZ_CP046052.1_67_A,NZ_CP046052.1_67,0
RS_GCF_007005445.1,NZ_CP041387.1_1499_A,NZ_CP041387.1_1499,0
RS_GCF_007830295.1,NZ_VLKC01000002.1_731_A,NZ_VLKC01000002.1_731,0
RS_GCF_008630065.1,NZ_VWPL01000005.1_53_A,NZ_VWPL01000005.1_53,0
RS_GCF_009720655.1,NZ_WNKS01000005.1_234_A,NZ_WNKS01000005.1_234,0
RS_GCF_010131535.1,NZ_WUBS01000013.1_125_A,NZ_WUBS01000013.1_125,0
RS_GCF_011769985.2,NZ_CP039734.2_1469_A,NZ_CP039734.2_1469,0
RS_GCF_013393905.1,NZ_CP040273.1_285_B,NZ_CP040273.1_285,0
RS_GCF_014197755.1,NZ_JACIGE010000001.1_50_A,NZ_JACIGE010000001.1_50,0
RS_GCF_014672695.1,NZ_CP053923.1_2839_A,NZ_CP053923.1_2839,0
RS_GCF_015732285.1,NZ_WIQU01000056.1_14_A,NZ_WIQU01000056.1_14,0
RS_GCF_016865365.1,NZ_AP024469.1_3339_A,NZ_AP024469.1_3339,0
RS_GCF_017115025.1,NZ_JABXKM010000242.1_1_B,NZ_JABXKM010000242.1_1,0
RS_GCF_017115165.1,NZ_JABXKF010000058.1_59_B,NZ_JABXKF010000058.1_59,0
RS_GCF_018619435.1,NZ_JAHFZF010000004.1_77_A,NZ_JAHFZF010000004.1_77,0
RS_GCF_018905915.1,NZ_CP064782.1_249_A,NZ_CP064782.1_249,0
RS_GCF_019797845.1,NZ_CP081864.1_3390_A,NZ_CP081864.1_3390,0
RS_GCF_020595055.1,NZ_JAJDOO010000010.1_126_A,NZ_JAJDOO010000010.1_126,0
RS_GCF_021596505.1,NZ_PJIZ01000082.1_8_B,NZ_PJIZ01000082.1_8,0
RS_GCF_022482905.1,NZ_JAKVOI010000001.1_156_A,NZ_JAKVOI010000001.1_156,0
RS_GCF_025860405.1,NZ_CP063785.1_5662_B,NZ_CP063785.1_5662,0
RS_GCF_026127265.1,NZ_WWFG01000002.1_283_B,NZ_WWFG01000002.1_283,0
RS_GCF_027943965.1,NZ_AP027151.1_538_A,NZ_AP027151.1_538,0
RS_GCF_029689925.1,NZ_CP121445.1_1295_A,NZ_CP121445.1_1295,0
RS_GCF_030824455.1,NZ_JAVBXR010000107.1_22_A,NZ_JAVBXR010000107.1_22,0
RS_GCF_031954385.1,NZ_JAUSUY010000004.1_228_A,NZ_JAUSUY010000004.1_228,0
RS_GCF_035561255.1,NZ_DATMXX010000238.1_6_A,NZ_DATMXX010000238.1_6,0
RS_GCF_036404135.1,NZ_DASWPE010000143.1_4_A,NZ_DASWPE010000143.1_4,0
RS_GCF_036824685.1,NZ_DAISZR010000034.1_6_A,NZ_DAISZR010000034.1_6,0
RS_GCF_036916975.1,NZ_JBALFF010000013.1_5_A,NZ_JBALFF010000013.1_5,0
RS_GCF_036917195.1,NZ_JBALDG010000101.1_23_B,NZ_JBALDG010000101.1_23,0
RS_GCF_036917465.1,NZ_JBALDL010000030.1_1_A,NZ_JBALDL010000030.1_1,0
RS_GCF_036917675.1,NZ_JBALCT010000064.1_265_B,NZ_JBALCT010000064.1_265,0
RS_GCF_036917975.1,NZ_JBALEJ010000057.1_11_B,NZ_JBALEJ010000057.1_11,0
RS_GCF_036919615.1,NZ_JBALCN010000068.1_26_B,NZ_JBALCN010000068.1_26,0
RS_GCF_040373385.1,NZ_JBDXXH010000002.1_114_A,NZ_JBDXXH010000002.1_114,0
RS_GCF_041414475.1,NZ_JBGLYH010000002.1_47_A,NZ_JBGLYH010000002.1_47,0
RS_GCF_042610375.1,NZ_JBGJZL010000004.1_73_A,NZ_JBGJZL010000004.1_73,0
RS_GCF_042683065.1,NZ_JBHUIX010000013.1_76_A,NZ_JBHUIX010000013.1_76,0
RS_GCF_045310515.1,NZ_JBJHZX010000007.1_41_A,NZ_JBJHZX010000007.1_41,0
RS_GCF_046098205.1,NZ_JBJURJ010000003.1_107_A,NZ_JBJURJ010000003.1_107,0
RS_GCF_047324175.1,NZ_CP178732.1_5012_A,NZ_CP178732.1_5012,0
RS_GCF_047692315.1,NZ_JBLLJS010000011.1_99_A,NZ_JBLLJS010000011.1_99,0
RS_GCF_048594845.1,NZ_JBMDXE010000078.1_3_A,NZ_JBMDXE010000078.1_3,0
RS_GCF_050235535.1,NZ_CP189852.1_2244_B,NZ_CP189852.1_2244,0
RS_GCF_900102485.1,NZ_FNBX01000001.1_165_A,NZ_FNBX01000001.1_165,0
RS_GCF_900109225.1,NZ_FNZK01000024.1_37_A,NZ_FNZK01000024.1_37,0
RS_GCF_900116535.1,NZ_FPAU01000007.1_154_A,NZ_FPAU01000007.1_154,0
RS_GCF_900143285.1,NZ_FRDN01000007.1_287_A,NZ_FRDN01000007.1_287,0
RS_GCF_900187365.1,NZ_FYDG01000013.1_80_A,NZ_FYDG01000013.1_80,0
RS_GCF_937425535.1,NZ_OW485601.1_271_A,NZ_OW485601.1_271,0
RS_GCF_963556105.3,NZ_CAUVYG020000001.1_1915_A,NZ_CAUVYG020000001.1_1915,0
RS_GCF_963677005.1,NZ_OY781616.1_3493_A,NZ_OY781616.1_3493,0
RS_GCF_964245445.1,NZ_CAXTNE010000332.1_8_A,NZ_CAXTNE010000332.1_8,0
