query_id,genome,contig,operon,cluster,gene,start,end,orientation
CAYSMK010000012.1_45,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,nifD,51411.0,52874.0,-1.0
CAYSMK010000012.1_31,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,nifE,31008.0,33770.0,-1.0
CAYSMK010000012.1_30,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,nifX,30532.0,30918.0,-1.0
CAYSMK010000012.1_32,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,cph1,34118.0,36367.0,1.0
CAYSMK010000012.1_50,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,manS,57984.0,60038.0,-1.0
CAYSMK010000012.1_39,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,hsdR,42770.0,45964.0,-1.0
CAYSMK010000012.1_27,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,draT,28960.0,29754.0,-1.0
CAYSMK010000012.1_46,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,nifD,53059.0,54501.0,-1.0
CAYSMK010000012.1_42,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,dinD,47882.0,48742.0,-1.0
CAYSMK010000012.1_43,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,hsdM,48949.0,50505.0,-1.0
CAYSMK010000012.1_20,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,nifB,22282.0,23142.0,-1.0
CAYSMK010000012.1_51,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,phoU,60212.0,60883.0,-1.0
CAYSMK010000012.1_24,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,DRAG_RHORU,24576.0,25487.0,1.0
CAYSMK010000012.1_33,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,RUBY_DESVH,36492.0,37067.0,1.0
CAYSMK010000012.1_48,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,PDTAR_MYCTO,56063.0,56629.0,-1.0
CAYSMK010000012.1_15,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_145023609.1,18278.0,18685.0,1.0
CAYSMK010000012.1_18,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,modA,20640.0,21389.0,-1.0
CAYSMK010000012.1_19,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_145023597.1,21449.0,22252.0,-1.0
CAYSMK010000012.1_21,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_145023593.1,23542.0,23787.0,1.0
CAYSMK010000012.1_22,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_045667354.1,23798.0,24226.0,-1.0
CAYSMK010000012.1_23,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_145023591.1,24283.0,24579.0,1.0
CAYSMK010000012.1_24,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,draG,24576.0,25487.0,1.0
CAYSMK010000012.1_28,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_145023585.1,29805.0,30134.0,-1.0
CAYSMK010000012.1_29,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_145023583.1,30208.0,30471.0,-1.0
CAYSMK010000012.1_33,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_145023577.1,36492.0,37067.0,1.0
CAYSMK010000012.1_34,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_163263477.1,37183.0,38322.0,-1.0
CAYSMK010000012.1_35,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_172825419.1,38353.0,39525.0,-1.0
CAYSMK010000012.1_36,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_041972733.1,39778.0,40512.0,-1.0
CAYSMK010000012.1_37,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_214185035.1,40816.0,42042.0,-1.0
CAYSMK010000012.1_38,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_265552525.1,42060.0,42767.0,-1.0
CAYSMK010000012.1_40,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_214185038.1,45961.0,46617.0,-1.0
CAYSMK010000012.1_41,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_265552530.1,46701.0,47885.0,-1.0
CAYSMK010000012.1_44,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,WP_305730855.1,50510.0,51085.0,-1.0
CAYSMK010000012.1_48,GB_GCA_964432205.1,CAYSMK010000012.1,1,nif,pdtaR,56063.0,56629.0,-1.0
CAYSMK010000038.1_28,GB_GCA_964432205.1,CAYSMK010000038.1,1,nif,gbsA,32843.0,34264.0,-1.0
CAYSMK010000038.1_24,GB_GCA_964432205.1,CAYSMK010000038.1,1,nif,thiDE,28212.0,29651.0,1.0
CAYSMK010000038.1_26,GB_GCA_964432205.1,CAYSMK010000038.1,1,nif,thiC,30086.0,31387.0,1.0
CAYSMK010000038.1_29,GB_GCA_964432205.1,CAYSMK010000038.1,1,nif,MOAA_GEOSL,34493.0,35470.0,1.0
CAYSMK010000038.1_25,GB_GCA_964432205.1,CAYSMK010000038.1,1,nif,WP_223908772.1,29677.0,30039.0,1.0
CAYSMK010000038.1_27,GB_GCA_964432205.1,CAYSMK010000038.1,1,nif,WP_246125722.1,31629.0,32579.0,-1.0
CAYSMK010000038.1_29,GB_GCA_964432205.1,CAYSMK010000038.1,1,nif,CNX2,34493.0,35470.0,1.0
CAYSMK010000038.1_30,GB_GCA_964432205.1,CAYSMK010000038.1,1,nif,WP_145017730.1,35502.0,35945.0,1.0
CAYSMK010000038.1_31,GB_GCA_964432205.1,CAYSMK010000038.1,1,nif,WP_145017732.1,36180.0,37022.0,1.0
CAYSMK010000038.1_32,GB_GCA_964432205.1,CAYSMK010000038.1,1,nif,WP_145017734.1,37039.0,37860.0,-1.0
CAYSMK010000038.1_33,GB_GCA_964432205.1,CAYSMK010000038.1,1,nif,WP_170241821.1,37857.0,38480.0,-1.0
CAYSSF010000088.1_4,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,MEP,1457.0,2962.0,-1.0
CAYSSF010000088.1_17,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,htpG,14789.0,16333.0,1.0
CAYSSF010000088.1_16,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,nifH,13508.0,14332.0,-1.0
CAYSSF010000088.1_12,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,nifK,9657.0,11033.0,-1.0
CAYSSF010000088.1_10,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,nifN,6795.0,8183.0,-1.0
CAYSSF010000088.1_13,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,nifD,11058.0,12716.0,-1.0
CAYSSF010000088.1_11,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,nifE,8146.0,9552.0,-1.0
CAYSSF010000088.1_9,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,nifB,5524.0,6783.0,-1.0
CAYSSF010000088.1_14,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,GLNB2_METIV,12738.0,13118.0,-1.0
CAYSSF010000088.1_15,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,GLNB1_METBA,13115.0,13468.0,-1.0
CAYSSF010000088.1_5,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,WP_093883939.1,3040.0,3891.0,-1.0
CAYSSF010000088.1_7,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,WP_145023607.1,4898.0,5071.0,-1.0
CAYSSF010000088.1_8,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,WP_093883924.1,5159.0,5467.0,-1.0
CAYSSF010000088.1_14,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,nifI2,12738.0,13118.0,-1.0
CAYSSF010000088.1_15,GB_GCA_964433455.1,CAYSSF010000088.1,1,nif,nifI1,13115.0,13468.0,-1.0
CAYSSF010000315.1_2,GB_GCA_964433455.1,CAYSSF010000315.1,1,nif,ATP1,951.0,2357.0,1.0
CAYSSF010000315.1_3,GB_GCA_964433455.1,CAYSSF010000315.1,1,nif,atpC,2374.0,2781.0,1.0
CAYSSF010000315.1_1,GB_GCA_964433455.1,CAYSSF010000315.1,1,nif,atpG,12.0,887.0,1.0
CAYSSF010000315.1_5,GB_GCA_964433455.1,CAYSSF010000315.1,1,nif,CNX2,3572.0,4255.0,1.0
CAYSSF010000315.1_4,GB_GCA_964433455.1,CAYSSF010000315.1,1,nif,GREA_SYNAS,2841.0,3323.0,-1.0
CAYSSF010000315.1_4,GB_GCA_964433455.1,CAYSSF010000315.1,1,nif,greA,2841.0,3323.0,-1.0
CAYSSK010000039.1_4,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,MEP,2356.0,3699.0,-1.0
CAYSSK010000039.1_5,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,nifA,4051.0,5640.0,-1.0
CAYSSK010000039.1_2,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,ABC.SN.A,880.0,1911.0,1.0
CAYSSK010000039.1_6,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,cfbC,6165.0,6992.0,1.0
CAYSSK010000039.1_10,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,nifK,9484.0,10857.0,1.0
CAYSSK010000039.1_9,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,nifD,7826.0,9463.0,1.0
CAYSSK010000039.1_13,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,nifE,12399.0,13757.0,1.0
CAYSSK010000039.1_3,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,glnK,1991.0,2329.0,-1.0
CAYSSK010000039.1_14,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,nifN,13754.0,15106.0,1.0
CAYSSK010000039.1_15,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,nifB,15140.0,16417.0,1.0
CAYSSK010000039.1_11,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,nifB,10857.0,12002.0,1.0
CAYSSK010000039.1_7,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,GLNB1_METTM,7080.0,7433.0,1.0
CAYSSK010000039.1_8,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,GLNB2_METIV,7430.0,7804.0,1.0
CAYSSK010000039.1_1,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,vupB,182.0,883.0,1.0
CAYSSK010000039.1_7,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,nifI1,7080.0,7433.0,1.0
CAYSSK010000039.1_8,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,nifI2,7430.0,7804.0,1.0
CAYSSK010000039.1_12,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,WP_073377808.1,12024.0,12329.0,1.0
CAYSSK010000039.1_16,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,WP_073377827.1,16777.0,18069.0,1.0
CAYSSK010000039.1_17,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,WP_073377829.1,18133.0,18768.0,-1.0
CAYSSK010000039.1_19,GB_GCA_964433645.1,CAYSSK010000039.1,1,nif,WP_073377831.1,19114.0,19668.0,1.0
CAYSXF010000179.1_7,GB_GCA_964434815.1,CAYSXF010000179.1,1,nif,nifA,5620.0,7281.0,1.0
CAYSXF010000179.1_2,GB_GCA_964434815.1,CAYSXF010000179.1,1,nif,nifK,505.0,1884.0,-1.0
CAYSXF010000179.1_3,GB_GCA_964434815.1,CAYSXF010000179.1,1,nif,nifD,1934.0,3565.0,-1.0
CAYSXF010000179.1_1,GB_GCA_964434815.1,CAYSXF010000179.1,1,nif,NIFE_CLOPA,2.0,409.0,-1.0
CAYSXF010000179.1_4,GB_GCA_964434815.1,CAYSXF010000179.1,1,nif,GLNB4_METBA,3562.0,3972.0,-1.0
CAYSXF010000179.1_5,GB_GCA_964434815.1,CAYSXF010000179.1,1,nif,GLNB1_METTL,3987.0,4310.0,-1.0
CAYSXF010000179.1_6,GB_GCA_964434815.1,CAYSXF010000179.1,1,nif,NIFH_CHLP8,4331.0,5155.0,-1.0
CAYSXF010000179.1_1,GB_GCA_964434815.1,CAYSXF010000179.1,1,nif,WP_265828581.1,2.0,409.0,-1.0
CAYSXF010000179.1_4,GB_GCA_964434815.1,CAYSXF010000179.1,1,nif,nifI2,3562.0,3972.0,-1.0
CAYSXF010000179.1_5,GB_GCA_964434815.1,CAYSXF010000179.1,1,nif,nifI1,3987.0,4310.0,-1.0
CAYSXF010000179.1_6,GB_GCA_964434815.1,CAYSXF010000179.1,1,nif,WP_260533265.1,4331.0,5155.0,-1.0
CAYSWV010000035.1_28,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,NFS1,26650.0,27858.0,-1.0
CAYSWV010000035.1_26,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,vnfH,24640.0,25518.0,-1.0
CAYSWV010000035.1_24,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,nifK,21347.0,22882.0,-1.0
CAYSWV010000035.1_25,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,nifD,22994.0,24436.0,-1.0
CAYSWV010000035.1_30,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,nifB,28369.0,29721.0,-1.0
CAYSWV010000035.1_22,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,NIFZ_SINFN,20792.0,21049.0,-1.0
CAYSWV010000035.1_27,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,NIFU_TRIAZ,25686.0,26588.0,-1.0
CAYSWV010000035.1_29,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,FER3_NOSS1,27944.0,28237.0,-1.0
CAYSWV010000035.1_32,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,DPSA_NOSS1,30953.0,31501.0,1.0
CAYSWV010000035.1_21,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,nifT,20586.0,20795.0,-1.0
CAYSWV010000035.1_22,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,nifZ,20792.0,21049.0,-1.0
CAYSWV010000035.1_27,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,K13819,25686.0,26588.0,-1.0
CAYSWV010000035.1_29,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,WP_226577101.1,27944.0,28237.0,-1.0
CAYSWV010000035.1_31,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,WP_041436135.1,30587.0,30835.0,1.0
CAYSWV010000035.1_32,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,WP_223045965.1,30953.0,31501.0,1.0
CAYSWV010000035.1_33,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,WP_011430659.1,31524.0,31748.0,1.0
CAYSWV010000035.1_34,GB_GCA_964434865.1,CAYSWV010000035.1,1,nif,WP_011432074.1,31752.0,32042.0,1.0
CAYSWY010000013.1_4,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,vnfH,4835.0,5731.0,1.0
CAYSWY010000013.1_2,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,NFS1,2241.0,3440.0,1.0
CAYSWY010000013.1_1,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,nifB,717.0,2162.0,1.0
CAYSWY010000013.1_6,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,nifK,7558.0,9156.0,1.0
CAYSWY010000013.1_10,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,nifN,11513.0,12859.0,1.0
CAYSWY010000013.1_12,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,nifX,13473.0,13895.0,1.0
CAYSWY010000013.1_9,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,nifE,10054.0,11502.0,1.0
CAYSWY010000013.1_5,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,nifD,5871.0,7325.0,1.0
CAYSWY010000013.1_3,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,NIFU_TRIAZ,3554.0,4465.0,1.0
CAYSWY010000013.1_7,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,NIFZ_SINFN,9307.0,9567.0,1.0
CAYSWY010000013.1_13,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,YNI3_FRAAL,13944.0,14417.0,1.0
CAYSWY010000013.1_14,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,Y1434_NOSS1,14456.0,14680.0,1.0
CAYSWY010000013.1_3,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,K13819,3554.0,4465.0,1.0
CAYSWY010000013.1_7,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,nifZ,9307.0,9567.0,1.0
CAYSWY010000013.1_8,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,WP_096660332.1,9584.0,9919.0,1.0
CAYSWY010000013.1_11,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,WP_046276703.1,12994.0,13461.0,1.0
CAYSWY010000013.1_13,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,WP_224411696.1,13944.0,14417.0,1.0
CAYSWY010000013.1_14,GB_GCA_964434975.1,CAYSWY010000013.1,1,nif,WP_046276705.1,14456.0,14680.0,1.0
CAYSYU010000014.1_16,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,cfbC,13841.0,14743.0,-1.0
CAYSYU010000014.1_14,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,nifK,10591.0,12150.0,-1.0
CAYSYU010000014.1_12,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,nifN,7133.0,8506.0,-1.0
CAYSYU010000014.1_20,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,draT,16696.0,17505.0,1.0
CAYSYU010000014.1_15,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,nifD,12265.0,13725.0,-1.0
CAYSYU010000014.1_13,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,nifE,8516.0,10213.0,-1.0
CAYSYU010000014.1_7,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,FER3_LEPBY,4989.0,5300.0,-1.0
CAYSYU010000014.1_9,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,YNIX_RHOCA,5621.0,6094.0,-1.0
CAYSYU010000014.1_10,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,NIFX_HERSE,6087.0,6584.0,-1.0
CAYSYU010000014.1_7,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,WP_023493545.1,4989.0,5300.0,-1.0
CAYSYU010000014.1_9,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,WP_023493543.1,5621.0,6094.0,-1.0
CAYSYU010000014.1_10,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,nifX,6087.0,6584.0,-1.0
CAYSYU010000014.1_11,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,WP_023493540.1,6633.0,7025.0,-1.0
CAYSYU010000014.1_17,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,WP_023493534.1,15252.0,15677.0,1.0
CAYSYU010000014.1_18,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,WP_023493533.1,15674.0,16087.0,1.0
CAYSYU010000014.1_19,GB_GCA_964435245.1,CAYSYU010000014.1,1,nif,WP_023493532.1,16096.0,16683.0,1.0
CAYSYU010000014.1_43,GB_GCA_964435245.1,CAYSYU010000014.1,2,nif,nifB,30362.0,31924.0,-1.0
CAYSYU010000014.1_44,GB_GCA_964435245.1,CAYSYU010000014.1,2,nif,K07493,32755.0,33087.0,1.0
CAYSYU010000014.1_38,GB_GCA_964435245.1,CAYSYU010000014.1,2,nif,NIFZ_SINFN,28006.0,28326.0,-1.0
CAYSYU010000014.1_42,GB_GCA_964435245.1,CAYSYU010000014.1,2,nif,FDXN_BRADU,30061.0,30285.0,-1.0
CAYSYU010000014.1_38,GB_GCA_964435245.1,CAYSYU010000014.1,2,nif,nifZ,28006.0,28326.0,-1.0
CAYSYU010000014.1_40,GB_GCA_964435245.1,CAYSYU010000014.1,2,nif,WP_023493512.1,29119.0,29652.0,-1.0
CAYSYU010000014.1_41,GB_GCA_964435245.1,CAYSYU010000014.1,2,nif,WP_023493511.1,29677.0,30051.0,-1.0
CAYSYU010000014.1_42,GB_GCA_964435245.1,CAYSYU010000014.1,2,nif,WP_023493510.1,30061.0,30285.0,-1.0
CAYSYU010000014.1_45,GB_GCA_964435245.1,CAYSYU010000014.1,2,nif,WP_223904955.1,33156.0,33572.0,-1.0
CAYSYU010000014.1_46,GB_GCA_964435245.1,CAYSYU010000014.1,2,nif,WP_023495701.1,34984.0,36237.0,1.0
CAYSYU010000014.1_47,GB_GCA_964435245.1,CAYSYU010000014.1,2,nif,WP_313732095.1,36662.0,38221.0,1.0
CAYSZA010000007.1_2,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,pyk,1603.0,3036.0,1.0
CAYSZA010000007.1_15,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,ABC.SP.A,15525.0,16649.0,1.0
CAYSZA010000007.1_14,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,cysW,14833.0,15498.0,1.0
CAYSZA010000007.1_5,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,mtmOIV,4814.0,6004.0,-1.0
CAYSZA010000007.1_10,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,nifK,9384.0,10754.0,1.0
CAYSZA010000007.1_12,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,nifK,12427.0,13968.0,1.0
CAYSZA010000007.1_9,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,nifD,7774.0,9372.0,1.0
CAYSZA010000007.1_11,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,nifE,10836.0,12413.0,1.0
CAYSZA010000007.1_16,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,fliY,17018.0,19825.0,-1.0
CAYSZA010000007.1_1,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,K16305,603.0,1526.0,1.0
CAYSZA010000007.1_6,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,NIFH_METMA,6204.0,7025.0,1.0
CAYSZA010000007.1_7,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,GLNB1_METBA,7051.0,7368.0,1.0
CAYSZA010000007.1_8,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,GLNB4_METBA,7394.0,7774.0,1.0
CAYSZA010000007.1_3,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,WP_128505625.1,3253.0,4158.0,1.0
CAYSZA010000007.1_4,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,WP_240664500.1,4332.0,4697.0,1.0
CAYSZA010000007.1_6,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,nifH,6204.0,7025.0,1.0
CAYSZA010000007.1_7,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,nifI1,7051.0,7368.0,1.0
CAYSZA010000007.1_8,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,nifI2,7394.0,7774.0,1.0
CAYSZA010000007.1_13,GB_GCA_964435275.1,CAYSZA010000007.1,1,nif,WP_229388156.1,13965.0,14774.0,1.0
CAYSZA010000038.1_6,GB_GCA_964435275.1,CAYSZA010000038.1,1,nif,PTS,3526.0,3888.0,-1.0
CAYSZA010000038.1_2,GB_GCA_964435275.1,CAYSZA010000038.1,1,nif,purM,371.0,1351.0,-1.0
CAYSZA010000038.1_3,GB_GCA_964435275.1,CAYSZA010000038.1,1,nif,geoA,1826.0,2002.0,1.0
CAYSZA010000038.1_7,GB_GCA_964435275.1,CAYSZA010000038.1,1,nif,queE,3983.0,4750.0,-1.0
CAYSZA010000038.1_4,GB_GCA_964435275.1,CAYSZA010000038.1,1,nif,nifB,2182.0,3150.0,-1.0
CAYSZA010000038.1_8,GB_GCA_964435275.1,CAYSZA010000038.1,1,nif,K09139,4750.0,5310.0,-1.0
CAYSZA010000038.1_8,GB_GCA_964435275.1,CAYSZA010000038.1,1,nif,Y805_METJA,4750.0,5310.0,-1.0
CAYSZA010000038.1_8,GB_GCA_964435275.1,CAYSZA010000038.1,1,nif,WP_292371491.1,4750.0,5310.0,-1.0
CAYSZA010000187.1_6,GB_GCA_964435275.1,CAYSZA010000187.1,1,nif,K06935,4860.0,5876.0,-1.0
CAYSZA010000187.1_4,GB_GCA_964435275.1,CAYSZA010000187.1,1,nif,surE,3456.0,4247.0,1.0
CAYSZA010000187.1_3,GB_GCA_964435275.1,CAYSZA010000187.1,1,nif,ACPA,2407.0,2997.0,-1.0
CAYSZA010000187.1_3,GB_GCA_964435275.1,CAYSZA010000187.1,1,nif,SATP_ECOLI,2407.0,2997.0,-1.0
CAYSZA010000187.1_6,GB_GCA_964435275.1,CAYSZA010000187.1,1,nif,MOAA_METAC,4860.0,5876.0,-1.0
CAYSZA010000187.1_1,GB_GCA_964435275.1,CAYSZA010000187.1,1,nif,WP_128503241.1,410.0,613.0,1.0
CAYSZA010000187.1_2,GB_GCA_964435275.1,CAYSZA010000187.1,1,nif,WP_095646134.1,1583.0,2071.0,1.0
CAYSZA010000187.1_3,GB_GCA_964435275.1,CAYSZA010000187.1,1,nif,ACPA,2407.0,2997.0,-1.0
CAYSZA010000187.1_5,GB_GCA_964435275.1,CAYSZA010000187.1,1,nif,WP_292380608.1,4648.0,4851.0,-1.0
CAYSZA010000187.1_6,GB_GCA_964435275.1,CAYSZA010000187.1,1,nif,WP_292389108.1,4860.0,5876.0,-1.0
CAYSZM010000022.1_5,GB_GCA_964435365.1,CAYSZM010000022.1,2,nif,pmmS,3923.0,5422.0,-1.0
CAYSZM010000022.1_3,GB_GCA_964435365.1,CAYSZM010000022.1,2,nif,K07079,2007.0,3251.0,-1.0
CAYSZM010000022.1_2,GB_GCA_964435365.1,CAYSZM010000022.1,2,nif,K07079,862.0,2010.0,-1.0
CAYSZM010000022.1_8,GB_GCA_964435365.1,CAYSZM010000022.1,2,nif,vnfK,7029.0,8417.0,-1.0
CAYSZM010000022.1_10,GB_GCA_964435365.1,CAYSZM010000022.1,2,nif,vnfD,8795.0,10369.0,-1.0
CAYSZM010000022.1_9,GB_GCA_964435365.1,CAYSZM010000022.1,2,nif,vnfG,8428.0,8781.0,-1.0
CAYSZM010000022.1_6,GB_GCA_964435365.1,CAYSZM010000022.1,2,nif,NIFB_CHLTE,5410.0,6342.0,-1.0
CAYSZM010000022.1_1,GB_GCA_964435365.1,CAYSZM010000022.1,2,nif,WP_303586512.1,157.0,858.0,-1.0
CAYSZM010000022.1_2,GB_GCA_964435365.1,CAYSZM010000022.1,2,nif,WP_176014402.1,862.0,2010.0,-1.0
CAYSZM010000022.1_3,GB_GCA_964435365.1,CAYSZM010000022.1,2,nif,WP_206213104.1,2007.0,3251.0,-1.0
CAYSZM010000022.1_4,GB_GCA_964435365.1,CAYSZM010000022.1,2,nif,SAT,3444.0,3926.0,-1.0
CAYSZM010000022.1_6,GB_GCA_964435365.1,CAYSZM010000022.1,2,nif,nifB,5410.0,6342.0,-1.0
CAYSZM010000022.1_7,GB_GCA_964435365.1,CAYSZM010000022.1,2,nif,WP_035063886.1,6386.0,6952.0,-1.0
CAYSZM010000022.1_5,GB_GCA_964435365.1,CAYSZM010000022.1,2,vnf,pmmS,3923.0,5422.0,-1.0
CAYSZM010000022.1_13,GB_GCA_964435365.1,CAYSZM010000022.1,2,vnf,vnfH,11121.0,11948.0,-1.0
CAYSZM010000022.1_15,GB_GCA_964435365.1,CAYSZM010000022.1,2,vnf,nifA,12883.0,14463.0,1.0
CAYSZM010000022.1_3,GB_GCA_964435365.1,CAYSZM010000022.1,2,vnf,K07079,2007.0,3251.0,-1.0
CAYSZM010000022.1_11,GB_GCA_964435365.1,CAYSZM010000022.1,2,vnf,nifI2,10394.0,10759.0,-1.0
