,genome,contig,query_id,gene,start,end,orientation
1,GB_GCA_027460615.1,JAPZAO010000111.1,JAPZAO010000111.1_3,MEP,779.0,2080.0,-1.0
2,GB_GCA_027460615.1,JAPZAO010000111.1,JAPZAO010000111.1_1,atdA1,2.0,376.0,-1.0
3,GB_GCA_027460615.1,JAPZAO010000111.1,JAPZAO010000111.1_17,gp37,12286.0,14478.0,-1.0
4,GB_GCA_027460615.1,JAPZAO010000111.1,JAPZAO010000111.1_4,cfbC,2232.0,3056.0,1.0
5,GB_GCA_027460615.1,JAPZAO010000111.1,JAPZAO010000111.1_8,nifK,5216.0,6532.0,1.0
6,GB_GCA_027460615.1,JAPZAO010000111.1,JAPZAO010000111.1_7,nifD,3845.0,5215.0,1.0
7,GB_GCA_027460615.1,JAPZAO010000111.1,JAPZAO010000111.1_2,glnK,430.0,768.0,-1.0
8,GB_GCA_027460615.1,JAPZAO010000111.1,JAPZAO010000111.1_5,glnK,3061.0,3378.0,1.0
9,GB_GCA_027460615.1,JAPZAO010000111.1,JAPZAO010000111.1_6,glnK,3387.0,3743.0,1.0
0,RS_GCF_009498235.1,NZ_CP044205.1,NZ_CP044205.1_995,mraY,1118626.0,1119708.0,1.0
1,RS_GCF_009498235.1,NZ_CP044205.1,NZ_CP044205.1_990,rsmH,1112727.0,1113656.0,1.0
2,RS_GCF_009498235.1,NZ_CP044205.1,NZ_CP044205.1_982,PNAE,1105300.0,1106292.0,-1.0
3,RS_GCF_009498235.1,NZ_CP044205.1,NZ_CP044205.1_988,vnfH,1110960.0,1111847.0,-1.0
4,RS_GCF_009498235.1,NZ_CP044205.1,NZ_CP044205.1_986,nifK,1107687.0,1109258.0,-1.0
5,RS_GCF_009498235.1,NZ_CP044205.1,NZ_CP044205.1_984,nifX,1106557.0,1107294.0,-1.0
6,RS_GCF_009498235.1,NZ_CP044205.1,NZ_CP044205.1_992,pbpB,1113924.0,1115639.0,1.0
7,RS_GCF_009498235.1,NZ_CP044205.1,NZ_CP044205.1_996,murD,1119717.0,1121108.0,1.0
8,RS_GCF_009498235.1,NZ_CP044205.1,NZ_CP044205.1_994,murF,1117259.0,1118635.0,1.0
9,RS_GCF_009498235.1,NZ_CP044205.1,NZ_CP044205.1_993,murD2,1115737.0,1117272.0,1.0
10,RS_GCF_009498235.1,NZ_CP044205.1,NZ_CP044205.1_977,K09792,1102068.0,1102787.0,-1.0
11,RS_GCF_009498235.1,NZ_CP044205.1,NZ_CP044205.1_997,spoVE,1121105.0,1122304.0,1.0
12,RS_GCF_009498235.1,NZ_CP044205.1,NZ_CP044205.1_987,nifD,1109410.0,1110897.0,-1.0
0,RS_GCF_004010325.2,NZ_SADR02000029.1,NZ_SADR02000029.1_28,hisC,29484.0,30680.0,1.0
1,RS_GCF_004010325.2,NZ_SADR02000029.1,NZ_SADR02000029.1_31,PTS,33393.0,33749.0,1.0
2,RS_GCF_004010325.2,NZ_SADR02000029.1,NZ_SADR02000029.1_35,nifH,36613.0,37506.0,1.0
3,RS_GCF_004010325.2,NZ_SADR02000029.1,NZ_SADR02000029.1_30,queC,32695.0,33393.0,1.0
4,RS_GCF_004010325.2,NZ_SADR02000029.1,NZ_SADR02000029.1_45,SIDA,47275.0,48573.0,1.0
5,RS_GCF_004010325.2,NZ_SADR02000029.1,NZ_SADR02000029.1_37,nifD,39225.0,40766.0,1.0
6,RS_GCF_004010325.2,NZ_SADR02000029.1,NZ_SADR02000029.1_39,nifN,42312.0,43694.0,1.0
7,RS_GCF_004010325.2,NZ_SADR02000029.1,NZ_SADR02000029.1_29,limB,30708.0,31742.0,1.0
8,RS_GCF_004010325.2,NZ_SADR02000029.1,NZ_SADR02000029.1_42,regX3,44648.0,45460.0,1.0
9,RS_GCF_004010325.2,NZ_SADR02000029.1,NZ_SADR02000029.1_36,nifD,37593.0,39095.0,1.0
10,RS_GCF_004010325.2,NZ_SADR02000029.1,NZ_SADR02000029.1_38,nifE,40828.0,42303.0,1.0
11,RS_GCF_004010325.2,NZ_SADR02000029.1,NZ_SADR02000029.1_47,adc,51306.0,52055.0,-1.0
0,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_32,pmmS,38083.0,39219.0,-1.0
1,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_31,efrE,36057.0,37799.0,-1.0
2,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_30,efrF,34238.0,36076.0,-1.0
3,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_45,rpoE,53075.0,53659.0,1.0
4,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_39,vnfH,46238.0,47104.0,-1.0
5,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_29,gltT,32745.0,34148.0,1.0
6,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_37,nifK,43177.0,44706.0,-1.0
7,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_35,vnfK,40441.0,41748.0,-1.0
8,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_41,galR,49004.0,50053.0,1.0
9,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_42,yesX,50338.0,52077.0,-1.0
10,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_43,yesX,52074.0,52436.0,-1.0
11,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_34,nifX,40055.0,40444.0,-1.0
12,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_36,nifE,41738.0,43099.0,-1.0
13,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_38,nifD,44703.0,46151.0,-1.0
14,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_33,ubaA,39197.0,39961.0,-1.0
15,RS_GCF_030814985.1,NZ_JAUSWA010000025.1,NZ_JAUSWA010000025.1_40,nifB,47111.0,48577.0,-1.0
0,RS_GCF_002073975.1,NZ_CP020384.1,NZ_CP020384.1_1342,zwf,1404797.0,1406251.0,1.0
1,RS_GCF_002073975.1,NZ_CP020384.1,NZ_CP020384.1_1347,zntA,1410163.0,1412076.0,-1.0
2,RS_GCF_002073975.1,NZ_CP020384.1,NZ_CP020384.1_1344,pgi,1406915.0,1408558.0,1.0
3,RS_GCF_002073975.1,NZ_CP020384.1,NZ_CP020384.1_1341,gntX,1402520.0,1404073.0,-1.0
4,RS_GCF_002073975.1,NZ_CP020384.1,NZ_CP020384.1_1360,cobT,1426401.0,1427408.0,1.0
5,RS_GCF_002073975.1,NZ_CP020384.1,NZ_CP020384.1_1357,nifA,1421795.0,1423576.0,-1.0
6,RS_GCF_002073975.1,NZ_CP020384.1,NZ_CP020384.1_1348,nifK,1412368.0,1413906.0,-1.0
7,RS_GCF_002073975.1,NZ_CP020384.1,NZ_CP020384.1_1349,nifD,1414002.0,1415474.0,-1.0
8,RS_GCF_002073975.1,NZ_CP020384.1,NZ_CP020384.1_1350,nifH,1415533.0,1416408.0,-1.0
9,RS_GCF_002073975.1,NZ_CP020384.1,NZ_CP020384.1_1356,nifB,1419130.0,1420608.0,-1.0
0,RS_GCF_004135975.1,NZ_CP026538.1,NZ_CP026538.1_1963,rpsA,2267824.0,2269965.0,-1.0
1,RS_GCF_004135975.1,NZ_CP026538.1,NZ_CP026538.1_1962,nifH,2266469.0,2267293.0,-1.0
2,RS_GCF_004135975.1,NZ_CP026538.1,NZ_CP026538.1_1949,GDH2,2249052.0,2252057.0,1.0
3,RS_GCF_004135975.1,NZ_CP026538.1,NZ_CP026538.1_1967,tobM2,2273795.0,2275459.0,1.0
4,RS_GCF_004135975.1,NZ_CP026538.1,NZ_CP026538.1_1958,nifK,2262616.0,2264001.0,-1.0
5,RS_GCF_004135975.1,NZ_CP026538.1,NZ_CP026538.1_1955,dmsA,2259321.0,2261303.0,1.0
6,RS_GCF_004135975.1,NZ_CP026538.1,NZ_CP026538.1_1966,cdgH,2272174.0,2273670.0,-1.0
7,RS_GCF_004135975.1,NZ_CP026538.1,NZ_CP026538.1_1954,flgS,2257095.0,2259128.0,1.0
8,RS_GCF_004135975.1,NZ_CP026538.1,NZ_CP026538.1_1959,nifD,2264034.0,2265653.0,-1.0
0,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_453,pmmS,480236.0,481354.0,1.0
1,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_454,sat3,481614.0,482075.0,1.0
2,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_458,cmtA,486552.0,487961.0,1.0
3,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_445,cfbC,471993.0,472820.0,1.0
4,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_447,nifK,474316.0,475734.0,1.0
5,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_449,nifN,477177.0,478523.0,1.0
6,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_440,mviN,468424.0,470019.0,1.0
7,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_455,ltaS,482396.0,484357.0,1.0
8,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_446,nifD,472859.0,474292.0,1.0
9,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_448,nifE,475817.0,477184.0,1.0
10,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_444,glnB,471550.0,471933.0,1.0
11,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_443,glnB,471230.0,471547.0,1.0
12,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_452,nifB,479374.0,480210.0,1.0
13,RS_GCF_004766045.1,NZ_SPQQ01000001.1,NZ_SPQQ01000001.1_439,spoIIP,467121.0,468218.0,1.0
0,RS_GCF_003217325.1,NZ_QJTI01000004.1,NZ_QJTI01000004.1_174,cfbC,177292.0,178191.0,-1.0
1,RS_GCF_003217325.1,NZ_QJTI01000004.1,NZ_QJTI01000004.1_182,nifB,181640.0,183196.0,-1.0
2,RS_GCF_003217325.1,NZ_QJTI01000004.1,NZ_QJTI01000004.1_163,K13819,167151.0,168161.0,-1.0
3,RS_GCF_003217325.1,NZ_QJTI01000004.1,NZ_QJTI01000004.1_164,iscA,168180.0,168500.0,-1.0
4,RS_GCF_003217325.1,NZ_QJTI01000004.1,NZ_QJTI01000004.1_172,nifK,174127.0,175683.0,-1.0
5,RS_GCF_003217325.1,NZ_QJTI01000004.1,NZ_QJTI01000004.1_170,nifN,171020.0,172393.0,-1.0
6,RS_GCF_003217325.1,NZ_QJTI01000004.1,NZ_QJTI01000004.1_171,nifE,172404.0,174092.0,-1.0
7,RS_GCF_003217325.1,NZ_QJTI01000004.1,NZ_QJTI01000004.1_173,nifD,175752.0,177212.0,-1.0
0,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_805,nroR,881788.0,883440.0,1.0
1,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_808,ppa,884549.0,885136.0,-1.0
2,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_806,zntA,883468.0,884067.0,-1.0
3,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_815,vnfH,892265.0,893158.0,-1.0
4,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_816,pmmS,893524.0,894672.0,1.0
5,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_820,cysNC,896394.0,898304.0,1.0
6,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_804,nifB,879900.0,881471.0,-1.0
7,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_813,nifK,889058.0,890638.0,-1.0
8,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_811,nifN,886246.0,887649.0,-1.0
9,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_810,nifX,885888.0,886286.0,-1.0
10,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_814,nifD,890678.0,892153.0,-1.0
11,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_812,nifE,887640.0,889022.0,-1.0
12,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_823,E1.21.98.5,899129.0,900139.0,-1.0
13,RS_GCF_017310505.1,NZ_CP065957.1,NZ_CP065957.1_807,bluR,884064.0,884483.0,-1.0
0,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_158,mqo,167250.0,168902.0,-1.0
1,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_146,adh3,154199.0,155719.0,-1.0
2,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_165,fumB,178693.0,180342.0,1.0
3,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_157,atdA2,166297.0,166995.0,-1.0
4,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_164,ttdT,177121.0,178641.0,1.0
5,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_145,sorB,153140.0,154171.0,-1.0
6,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_149,fhlA,158521.0,160125.0,-1.0
7,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_147,acoR,155993.0,157729.0,1.0
8,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_163,ard,173715.0,176492.0,-1.0
9,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_156,vnfH,165242.0,166069.0,-1.0
10,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_153,vnfK,161885.0,163273.0,-1.0
11,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_161,dcuR,171889.0,172608.0,1.0
12,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_154,anfG,163285.0,163629.0,-1.0
13,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_155,vnfD,163626.0,165197.0,-1.0
14,RS_GCF_900116535.1,NZ_FPAU01000007.1,NZ_FPAU01000007.1_160,dcuS,170276.0,171892.0,1.0
0,RS_GCF_000350485.1,NZ_AORV01000040.1,NZ_AORV01000040.1_24,dapF,26890.0,28308.0,-1.0
1,RS_GCF_000350485.1,NZ_AORV01000040.1,NZ_AORV01000040.1_15,atdA2,18441.0,19202.0,-1.0
2,RS_GCF_000350485.1,NZ_AORV01000040.1,NZ_AORV01000040.1_21,vnfH,23429.0,24253.0,-1.0
3,RS_GCF_000350485.1,NZ_AORV01000040.1,NZ_AORV01000040.1_25,UL29,28391.0,29365.0,-1.0
4,RS_GCF_000350485.1,NZ_AORV01000040.1,NZ_AORV01000040.1_8,E3.4.24.49,13149.0,14123.0,-1.0
5,RS_GCF_000350485.1,NZ_AORV01000040.1,NZ_AORV01000040.1_23,TMT-3,26279.0,26887.0,1.0
6,RS_GCF_000350485.1,NZ_AORV01000040.1,NZ_AORV01000040.1_27,yesP,30936.0,31829.0,1.0
7,RS_GCF_000350485.1,NZ_AORV01000040.1,NZ_AORV01000040.1_19,nifI2,22651.0,23034.0,-1.0
8,RS_GCF_000350485.1,NZ_AORV01000040.1,NZ_AORV01000040.1_16,vnfK,19281.0,20669.0,-1.0
9,RS_GCF_000350485.1,NZ_AORV01000040.1,NZ_AORV01000040.1_28,ABC.MS.P1,31829.0,32689.0,1.0
10,RS_GCF_000350485.1,NZ_AORV01000040.1,NZ_AORV01000040.1_18,vnfD,21052.0,22629.0,-1.0
11,RS_GCF_000350485.1,NZ_AORV01000040.1,NZ_AORV01000040.1_26,celF,29368.0,30681.0,-1.0
12,RS_GCF_000350485.1,NZ_AORV01000040.1,NZ_AORV01000040.1_11,nifB,15384.0,16262.0,-1.0
0,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_697,IDH3,779097.0,780104.0,1.0
1,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_678,LYS20,759327.0,760724.0,1.0
2,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_693,IMS,773067.0,774113.0,1.0
3,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_696,IPMI-S,777094.0,779025.0,1.0
4,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_692,cysW,772415.0,773080.0,1.0
5,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_681,MEP,762394.0,763731.0,1.0
6,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_683,vnfH,764556.0,765377.0,1.0
7,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_698,mcbR,780134.0,780829.0,1.0
8,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_685,nifI2,765777.0,766151.0,1.0
9,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_682,nifI2,763776.0,764114.0,1.0
10,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_684,nifI2,765422.0,765739.0,1.0
11,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_687,nifK,767549.0,768928.0,1.0
12,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_688,vnfK,768947.0,770254.0,1.0
13,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_690,nifX,771086.0,771418.0,1.0
14,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_694,mqsA,774585.0,775607.0,1.0
15,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_686,nifD,766182.0,767576.0,1.0
16,RS_GCF_000955725.1,NZ_LACM01000001.1,NZ_LACM01000001.1_689,nifB,770256.0,771059.0,1.0
0,GB_GCA_031291235.1,JARLJL010000009.1,JARLJL010000009.1_261,cfbC,272502.0,273377.0,-1.0
1,GB_GCA_031291235.1,JARLJL010000009.1,JARLJL010000009.1_258,benC-xylZ,268786.0,269160.0,-1.0
2,GB_GCA_031291235.1,JARLJL010000009.1,JARLJL010000009.1_257,antC,268416.0,268769.0,-1.0
3,GB_GCA_031291235.1,JARLJL010000009.1,JARLJL010000009.1_259,nifK,269221.0,270759.0,-1.0
4,GB_GCA_031291235.1,JARLJL010000009.1,JARLJL010000009.1_255,nifN,265612.0,267003.0,-1.0
5,GB_GCA_031291235.1,JARLJL010000009.1,JARLJL010000009.1_260,nifD,270868.0,272322.0,-1.0
6,GB_GCA_031291235.1,JARLJL010000009.1,JARLJL010000009.1_256,nifE,267005.0,268390.0,-1.0
7,GB_GCA_031291235.1,JARLJL010000009.1,JARLJL010000009.1_262,hnr,273849.0,274274.0,1.0
8,GB_GCA_031291235.1,JARLJL010000009.1,JARLJL010000009.1_251,fwdH,264172.0,264483.0,-1.0
9,GB_GCA_031291235.1,JARLJL010000009.1,JARLJL010000009.1_264,patG,274920.0,276554.0,1.0
10,GB_GCA_031291235.1,JARLJL010000009.1,JARLJL010000009.1_268,K07450,279368.0,279835.0,1.0
11,GB_GCA_031291235.1,JARLJL010000009.1,JARLJL010000009.1_249,nsrR,262981.0,263526.0,-1.0
0,RS_GCF_024460775.1,NZ_JANFYZ010000004.1,NZ_JANFYZ010000004.1_20,GGCT,25760.0,26347.0,-1.0
1,RS_GCF_024460775.1,NZ_JANFYZ010000004.1,NZ_JANFYZ010000004.1_17,DPM1,22292.0,23245.0,1.0
2,RS_GCF_024460775.1,NZ_JANFYZ010000004.1,NZ_JANFYZ010000004.1_33,prpR,40133.0,42028.0,-1.0
3,RS_GCF_024460775.1,NZ_JANFYZ010000004.1,NZ_JANFYZ010000004.1_28,hydG,33334.0,34905.0,-1.0
4,RS_GCF_024460775.1,NZ_JANFYZ010000004.1,NZ_JANFYZ010000004.1_18,nifA,23300.0,24889.0,-1.0
5,RS_GCF_024460775.1,NZ_JANFYZ010000004.1,NZ_JANFYZ010000004.1_26,vnfH,31235.0,32062.0,-1.0
6,RS_GCF_024460775.1,NZ_JANFYZ010000004.1,NZ_JANFYZ010000004.1_24,nifI2,30191.0,30562.0,-1.0
7,RS_GCF_024460775.1,NZ_JANFYZ010000004.1,NZ_JANFYZ010000004.1_21,vnfK,26546.0,27934.0,-1.0
8,RS_GCF_024460775.1,NZ_JANFYZ010000004.1,NZ_JANFYZ010000004.1_29,flgS,34902.0,36374.0,-1.0
9,RS_GCF_024460775.1,NZ_JANFYZ010000004.1,NZ_JANFYZ010000004.1_15,mcp,18002.0,20314.0,-1.0
10,RS_GCF_024460775.1,NZ_JANFYZ010000004.1,NZ_JANFYZ010000004.1_22,anfG,28105.0,28458.0,-1.0
11,RS_GCF_024460775.1,NZ_JANFYZ010000004.1,NZ_JANFYZ010000004.1_32,dgcB,38452.0,40062.0,1.0
12,RS_GCF_024460775.1,NZ_JANFYZ010000004.1,NZ_JANFYZ010000004.1_23,vnfD,28497.0,30047.0,-1.0
0,GB_GCA_031273455.1,JAISRZ010000065.1,JAISRZ010000065.1_9,gp44,12392.0,14824.0,1.0
1,GB_GCA_031273455.1,JAISRZ010000065.1,JAISRZ010000065.1_19,pmmS,25969.0,26823.0,1.0
2,GB_GCA_031273455.1,JAISRZ010000065.1,JAISRZ010000065.1_22,ABCC1,28215.0,28934.0,-1.0
3,GB_GCA_031273455.1,JAISRZ010000065.1,JAISRZ010000065.1_6,tatA,10377.0,10559.0,-1.0
4,GB_GCA_031273455.1,JAISRZ010000065.1,JAISRZ010000065.1_11,soj,16425.0,17243.0,1.0
5,GB_GCA_031273455.1,JAISRZ010000065.1,JAISRZ010000065.1_15,chlB,19521.0,20885.0,1.0
6,GB_GCA_031273455.1,JAISRZ010000065.1,JAISRZ010000065.1_16,chlB,20960.0,22306.0,1.0
7,GB_GCA_031273455.1,JAISRZ010000065.1,JAISRZ010000065.1_14,nifD,17966.0,19528.0,1.0
8,GB_GCA_031273455.1,JAISRZ010000065.1,JAISRZ010000065.1_10,pflX,14821.0,15789.0,1.0
9,GB_GCA_031273455.1,JAISRZ010000065.1,JAISRZ010000065.1_18,pmmS,25200.0,25979.0,1.0
10,GB_GCA_031273455.1,JAISRZ010000065.1,JAISRZ010000065.1_13,nifI2,17580.0,17957.0,1.0
11,GB_GCA_031273455.1,JAISRZ010000065.1,JAISRZ010000065.1_17,nifB,22317.0,25160.0,1.0
0,GB_GCA_031277075.1,JAISLV010000091.1,JAISLV010000091.1_13,valS,11079.0,13865.0,-1.0
1,GB_GCA_031277075.1,JAISLV010000091.1,JAISLV010000091.1_8,rluD,6884.0,7777.0,-1.0
2,GB_GCA_031277075.1,JAISLV010000091.1,JAISLV010000091.1_3,nifK,1609.0,2976.0,-1.0
3,GB_GCA_031277075.1,JAISLV010000091.1,JAISLV010000091.1_2,nifE,187.0,1542.0,-1.0
4,GB_GCA_031277075.1,JAISLV010000091.1,JAISLV010000091.1_4,nifD,2976.0,4577.0,-1.0
5,GB_GCA_031277075.1,JAISLV010000091.1,JAISLV010000091.1_6,nifI1,5118.0,5444.0,-1.0
6,GB_GCA_031277075.1,JAISLV010000091.1,JAISLV010000091.1_11,lspA,9323.0,9796.0,-1.0
7,GB_GCA_031277075.1,JAISLV010000091.1,JAISLV010000091.1_7,nifH,5531.0,6352.0,-1.0
0,RS_GCF_030698125.1,NZ_JAUYNV010000013.1,NZ_JAUYNV010000013.1_11,isiB,8244.0,8786.0,1.0
1,RS_GCF_030698125.1,NZ_JAUYNV010000013.1,NZ_JAUYNV010000013.1_15,cfbC,13192.0,14070.0,-1.0
2,RS_GCF_030698125.1,NZ_JAUYNV010000013.1,NZ_JAUYNV010000013.1_13,nifK,9942.0,11501.0,-1.0
3,RS_GCF_030698125.1,NZ_JAUYNV010000013.1,NZ_JAUYNV010000013.1_6,nifN,2587.0,4032.0,-1.0
4,RS_GCF_030698125.1,NZ_JAUYNV010000013.1,NZ_JAUYNV010000013.1_14,nifD,11621.0,13075.0,-1.0
5,RS_GCF_030698125.1,NZ_JAUYNV010000013.1,NZ_JAUYNV010000013.1_7,nifE,4043.0,5437.0,-1.0
6,RS_GCF_030698125.1,NZ_JAUYNV010000013.1,NZ_JAUYNV010000013.1_9,phoP,6072.0,6497.0,1.0
0,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_6,pyk,6060.0,7856.0,1.0
1,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_24,pmmS,23551.0,25080.0,1.0
2,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_20,fbpC,20463.0,21524.0,-1.0
3,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_21,modB,21521.0,22180.0,-1.0
4,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_5,PNP,5151.0,5975.0,1.0
5,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_10,vnfH,10391.0,11215.0,1.0
6,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_9,nifA,8572.0,10083.0,-1.0
7,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_12,nifI2,11636.0,12010.0,1.0
8,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_14,nifK,13790.0,15166.0,1.0
9,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_16,nifN,16678.0,18087.0,1.0
10,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_15,nifE,15236.0,16681.0,1.0
11,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_13,nifD,12132.0,13790.0,1.0
12,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_25,bsdA,25085.0,25996.0,-1.0
13,GB_GCA_002314445.1,DCFX01000053.1,DCFX01000053.1_17,nifB,18084.0,19082.0,1.0
0,RS_GCF_900114115.1,NZ_FORX01000022.1,NZ_FORX01000022.1_20,pmmS,19701.0,20822.0,1.0
1,RS_GCF_900114115.1,NZ_FORX01000022.1,NZ_FORX01000022.1_23,proX,23199.0,24116.0,1.0
2,RS_GCF_900114115.1,NZ_FORX01000022.1,NZ_FORX01000022.1_19,nifH,18558.0,19388.0,-1.0
3,RS_GCF_900114115.1,NZ_FORX01000022.1,NZ_FORX01000022.1_17,nifI2,17644.0,18018.0,-1.0
4,RS_GCF_900114115.1,NZ_FORX01000022.1,NZ_FORX01000022.1_15,nifK,14569.0,15945.0,-1.0
5,RS_GCF_900114115.1,NZ_FORX01000022.1,NZ_FORX01000022.1_11,nifE,10923.0,12275.0,-1.0
6,RS_GCF_900114115.1,NZ_FORX01000022.1,NZ_FORX01000022.1_5,ttdT,4237.0,5640.0,1.0
7,RS_GCF_900114115.1,NZ_FORX01000022.1,NZ_FORX01000022.1_25,phnE,24437.0,25150.0,1.0
8,RS_GCF_900114115.1,NZ_FORX01000022.1,NZ_FORX01000022.1_9,dacD,7799.0,8995.0,-1.0
